ID,Nationality,Name,Age,Overall,Potential,Team,Value,Wage,Total_Point
190460,Denmark,C. Eriksen,['26'],88,89,Tottenham Hotspur,€69.5M,€200K,2123
188567,Gabon,P. Aubameyang,['29'],88,88,Arsenal,€59M,€250K,2069
188350,Germany,M. Reus,['29'],88,88,Borussia Dortmund,€58M,€130K,2187
178603,Germany,M. Hummels,['29'],88,88,FC Bayern München,€46M,€160K,2017
167948,France,H. Lloris,['31'],88,88,Tottenham Hotspur,€36M,€150K,1335
167495,Germany,M. Neuer,['32'],88,88,FC Bayern München,€34M,€120K,1465
164240,Brazil,Thiago Silva,['33'],88,88,Paris Saint Germain,€24M,€160K,2072
162835,Slovenia,S. Handanovič,['33'],88,88,Inter,€30M,€110K,1262
152729,Spain,Piqué,['31'],88,88,FC Barcelona,€40M,€275K,1999
212831,Brazil,Alisson,['25'],87,91,Liverpool,€46M,€130K,1330
208722,Senegal,S. Mané,['26'],87,87,Liverpool,€54M,€200K,2144
205600,France,S. Umtiti,['24'],87,92,FC Barcelona,€57M,€200K,2142
202652,England,R. Sterling,['23'],87,89,Manchester City,€62M,€200K,2054
201399,Argentina,M. Icardi,['25'],87,89,Inter,€62.5M,€130K,1937
200145,Brazil,Casemiro,['26'],87,89,Real Madrid,€50.5M,€225K,2191
200104,Korea Republic,H. Son,['25'],87,88,Tottenham Hotspur,€61M,€170K,2122
198710,Colombia,J. Rodríguez,['26'],87,87,FC Bayern München,€54M,€140K,2166
198219,Italy,L. Insigne,['27'],87,87,Napoli,€53.5M,€130K,2034
197781,Spain,Isco,['26'],87,88,Real Madrid,€59M,€250K,2121
193041,Costa Rica,K. Navas,['31'],87,87,Real Madrid,€30.5M,€190K,1345
192387,Italy,C. Immobile,['28'],87,87,Lazio,€52M,€110K,2009
189509,Spain,Thiago,['27'],87,87,FC Bayern München,€51.5M,€140K,2202
189332,Spain,Jordi Alba,['29'],87,87,FC Barcelona,€38M,€250K,2240
184087,Belgium,T. Alderweireld,['29'],87,87,Tottenham Hotspur,€39M,€160K,2056
175943,Belgium,D. Mertens,['31'],87,87,Napoli,€45M,€130K,2043
172871,Belgium,J. Vertonghen,['31'],87,87,Tottenham Hotspur,€34M,€150K,2089
168651,Croatia,I. Rakitić,['30'],87,87,FC Barcelona,€46.5M,€250K,2202
167664,Argentina,G. Higuaín,['30'],87,87,Chelsea,€48.5M,€200K,1952
135507,Brazil,Fernandinho,['33'],87,87,Manchester City,€20.5M,€200K,2206
232363,Slovakia,M. Škriniar,['23'],86,93,Inter,€53.5M,€90K,1816
222492,Germany,L. Sané,['22'],86,92,Manchester City,€61M,€190K,2106
218667,Portugal,Bernardo Silva,['23'],86,91,Manchester City,€59.5M,€180K,2089
212622,Germany,J. Kimmich,['23'],86,88,FC Bayern München,€45M,€100K,2212
212218,France,A. Laporte,['24'],86,89,Manchester City,€47.5M,€160K,1954
210257,Brazil,Ederson,['24'],86,90,Manchester City,€41.5M,€120K,1485
201942,Brazil,Roberto Firmino,['26'],86,87,Liverpool,€53M,€190K,2187
201535,France,R. Varane,['25'],86,91,Real Madrid,€50M,€200K,1895
199556,Italy,M. Verratti,['25'],86,89,Paris Saint Germain,€55M,€130K,2152
192505,Belgium,R. Lukaku,['25'],86,88,Manchester United,€55M,€200K,2002
191043,Brazil,Alex Sandro,['27'],86,86,Juventus,€36.5M,€160K,2198
189596,Germany,T. Müller,['28'],86,86,FC Bayern München,€45M,€130K,2096
189242,Brazil,Coutinho,['26'],86,86,FC Barcelona,€47.5M,€250K,2162
186153,Poland,W. Szczęsny,['28'],86,88,Juventus,€37M,€130K,1277
184344,Italy,L. Bonucci,['31'],86,86,Juventus,€30M,€160K,1978
180206,Bosnia and Herzegovina,M. Pjanić,['28'],86,86,Juventus,€44M,€180K,2195
176676,Brazil,Marcelo,['30'],86,86,Real Madrid,€32M,€225K,2272
173731,Wales,G. Bale,['28'],86,86,Real Madrid,€45M,€275K,2266
165153,France,K. Benzema,['30'],86,86,Real Madrid,€43M,€250K,2049
1179,Italy,G. Buffon,['40'],86,86,Paris Saint Germain,€3M,€60K,1316
235243,Netherlands,M. de Ligt,['18'],85,93,Ajax,€44M,€15K,1974
223848,Serbia,S. Milinković-Savić,['23'],85,90,Lazio,€50.5M,€70K,2206
212198,Portugal,Bruno Fernandes,['23'],85,89,Sporting CP,€50M,€20K,2277
211117,England,D. Alli,['22'],85,90,Tottenham Hotspur,€51.5M,€120K,2198
209499,Brazil,Fabinho,['24'],85,89,Liverpool,€42.5M,€130K,2175
208670,Morocco,H. Ziyech,['25'],85,86,Ajax,€46M,€30K,2108
208421,Spain,Saúl,['23'],85,90,Atlético Madrid,€50.5M,€80K,2197
207865,Brazil,Marquinhos,['24'],85,90,Paris Saint Germain,€43.5M,€100K,1934
204963,Spain,Carvajal,['26'],85,86,Real Madrid,€36.5M,€200K,2091
204485,Algeria,R. Mahrez,['27'],85,85,Manchester City,€40.5M,€200K,2018
199482,Portugal,A. Lopes,['27'],85,87,Olympique Lyonnais,€31M,€80K,1360
193747,Spain,Koke,['26'],85,85,Atlético Madrid,€41.5M,€90K,2198
193301,France,A. Lacazette,['27'],85,85,Arsenal,€41M,€180K,2063
192774,Greece,K. Manolas,['27'],85,86,Roma,€36.5M,€100K,1643
190483,Brazil,Douglas Costa,['27'],85,85,Juventus,€40.5M,€160K,2105
189513,Spain,Parejo,['29'],85,85,Valencia,€37M,€70K,2130
189117,Switzerland,R. Bürki,['27'],85,86,Borussia Dortmund,€30M,€70K,1262
184432,Spain,Azpilicueta,['28'],85,85,Chelsea,€30.5M,€160K,2105
184267,Algeria,Y. Brahimi,['28'],85,85,Porto,€39M,€30K,2033
183898,Argentina,Á. Di María,['30'],85,85,Paris Saint Germain,€36.5M,€140K,2142
181872,Chile,A. Vidal,['31'],85,85,FC Barcelona,€33M,€225K,2255
181783,Croatia,M. Mandžukić,['32'],85,85,Juventus,€30.5M,€170K,2121
181458,Croatia,I. Perišić,['29'],85,85,Inter,€37.5M,€110K,2199
180930,Bosnia and Herzegovina,E. Džeko,['32'],85,85,Roma,€30.5M,€110K,1941
178518,Belgium,R. Nainggolan,['30'],85,85,Inter,€35.5M,€100K,2278
177413,Belgium,A. Witsel,['29'],85,85,Borussia Dortmund,€30M,€80K,2221
176635,Germany,M. Özil,['29'],85,85,Arsenal,€37.5M,€170K,1899
170890,France,B. Matuidi,['31'],85,85,Juventus,€26M,€140K,2198
164169,Brazil,Filipe Luís,['32'],85,85,Atlético Madrid,€21.5M,€80K,2141
120533,Portugal,Pepe,['35'],85,85,Porto,€9M,€20K,1831
41236,Sweden,Z. Ibrahimović,['36'],85,85,LA Galaxy,€14M,€15K,2009
231443,France,O. Dembélé,['21'],84,92,FC Barcelona,€46M,€170K,2023
228702,Netherlands,F. de Jong,['21'],84,90,Ajax,€42M,€20K,2145
220834,Spain,Marco Asensio,['22'],84,89,Real Madrid,€41.5M,€190K,2051
220440,France,C. Lenglet,['23'],84,90,FC Barcelona,€36.5M,€160K,1925
216594,France,N. Fekir,['24'],84,87,Olympique Lyonnais,€39.5M,€80K,2084
216460,Uruguay,J. Giménez,['23'],84,88,Atlético Madrid,€34M,€60K,1756
212462,Brazil,Alex Telles,['25'],84,86,Porto,€31M,€20K,2267
212190,Germany,N. Süle,['22'],84,90,FC Bayern München,€36.5M,€80K,1649
212188,Germany,T. Werner,['22'],84,87,RB Leipzig,€40M,€80K,1984
211300,France,A. Martial,['22'],84,90,Manchester United,€42.5M,€160K,2058
209658,Germany,L. Goretzka,['23'],84,88,FC Bayern München,€40M,€90K,2222
206585,Spain,Kepa,['23'],84,90,Chelsea,€31M,€90K,1229
206113,Germany,S. Gnabry,['22'],84,87,FC Bayern München,€39.5M,€90K,2046
205678,Bosnia and Herzegovina,E. Višća,['28'],84,84,İstanbul Başakşehir,€31.5M,€50K,2083
204970,France,F. Thauvin,['25'],84,85,Olympique Marseille,€37M,€70K,2096
202556,Netherlands,M. Depay,['24'],84,88,Olympique Lyonnais,€41M,€90K,2082
201995,Brazil,Felipe Anderson,['25'],84,85,West Ham United,€37M,€120K,2063
199914,Brazil,Allan,['27'],84,84,Napoli,€32M,€100K,2179
199845,Italy,F. Acerbi,['30'],84,84,Lazio,€23M,€70K,1863
199434,Serbia,D. Tadić,['29'],84,84,Ajax,€30.5M,€30K,2075
198176,Netherlands,S. de Vrij,['26'],84,85,Inter,€30M,€90K,1819
198009,Italy,M. Perin,['25'],84,89,Juventus,€29.5M,€100K,1254
197965,Portugal,Pizzi,['28'],84,84,Benfica,€31.5M,€20K,2158
197445,Austria,D. Alaba,['26'],84,85,FC Bayern München,€29.5M,€100K,2251
194404,Brazil,Neto,['28'],84,85,Valencia,€25M,€50K,1313
193082,Colombia,J. Cuadrado,['30'],84,84,Juventus,€29.5M,€150K,2163
192629,Spain,Iago Aspas,['30'],84,84,Celta de Vigo,€30M,€50K,2057
192366,Argentina,N. Otamendi,['30'],84,84,Manchester City,€23M,€160K,1912
190941,Finland,L. Hrádecký,['28'],84,84,Bayer 04 Leverkusen,€22M,€70K,1133
190584,Spain,Illarramendi,['28'],84,84,Real Sociedad,€25M,€50K,2111
188377,England,K. Walker,['28'],84,84,Manchester City,€24.5M,€160K,2187
187961,Brazil,Paulinho,['29'],84,84,Guangzhou Evergrande,€30M,€40K,2249
186942,Germany,İ. Gündoğan,['27'],84,84,Manchester City,€32M,€170K,2148
185020,Spain,José Callejón,['31'],84,84,Napoli,€27.5M,€100K,2045
183907,Germany,J. Boateng,['29'],84,84,FC Bayern München,€24M,€100K,1942
180403,Brazil,Willian,['29'],84,84,Chelsea,€30.5M,€170K,2054
179846,Germany,S. Khedira,['31'],84,84,Juventus,€26.5M,€150K,2148
179844,Spain,Diego Costa,['29'],84,84,Atlético Madrid,€31M,€90K,1994
178562,Argentina,É. Banega,['30'],84,84,Sevilla,€29M,€30K,2146
177683,Switzerland,Y. Sommer,['29'],84,85,Borussia Mönchengladbach,€24M,€40K,1304
176266,Brazil,Lucas Leiva,['31'],84,84,Lazio,€21M,€70K,2108
172879,Greece,Sokratis,['30'],84,84,Arsenal,€23M,€140K,1816
171877,Slovakia,M. Hamšík,['30'],84,84,Dalian Professional,€29M,€30K,2165
167628,France,S. Ruffier,['31'],84,84,Saint-Étienne,€19M,€40K,1254
167397,Colombia,Falcao,['32'],84,84,Monaco,€25M,€110K,2020
157481,Spain,Raúl Albiol,['32'],84,84,Napoli,€18M,€90K,1760
143076,Argentina,A. Gómez,['30'],84,84,Atalanta,€29.5M,€50K,2035
139720,Belgium,V. Kompany,['32'],84,84,Manchester City,€18M,€160K,1879
236583,Czech Republic,J. Pavlenka,['26'],83,85,Werder Bremen,€21.5M,€30K,1066
235790,Germany,K. Havertz,['19'],83,90,Bayer 04 Leverkusen,€35.5M,€40K,1982
231866,Spain,Rodri,['22'],83,88,Atlético Madrid,€29.5M,€60K,2073
231677,England,M. Rashford,['20'],83,90,Manchester United,€37.5M,€130K,2109
230666,Brazil,Gabriel Jesus,['21'],83,90,Manchester City,€37M,€130K,2050
230658,Brazil,Arthur,['21'],83,90,FC Barcelona,€36M,€140K,2153
230621,Italy,G. Donnarumma,['19'],83,94,Milan,€33.5M,€30K,1282
230481,Brazil,Ronaldo Cabrais,['26'],83,83,Grêmio,€28M,€50K,2095
230375,Brazil,Josué Chiamulera,['26'],83,83,Grêmio,€22.5M,€40K,1894
230294,Brazil,Louri Beretta,['26'],83,83,Atlético Mineiro,€28.5M,€60K,1921
224411,Portugal,Gonçalo Guedes,['21'],83,89,Valencia,€35.5M,€40K,2024
220971,Guinea,N. Keïta,['23'],83,88,Liverpool,€34M,€120K,2088
220814,France,L. Hernández,['22'],83,89,Atlético Madrid,€29.5M,€60K,2018
220793,Colombia,D. Sánchez,['22'],83,87,Tottenham Hotspur,€28.5M,€90K,1805
219683,France,C. Tolisso,['23'],83,88,FC Bayern München,€34M,€90K,2207
216354,Croatia,A. Kramarić,['27'],83,83,TSG Hoffenheim,€27.5M,€60K,2034
216267,Scotland,A. Robertson,['24'],83,88,Liverpool,€29M,€110K,2058
213565,France,T. Lemar,['22'],83,89,Atlético Madrid,€35.5M,€60K,2172
213345,France,K. Coman,['22'],83,88,FC Bayern München,€34.5M,€90K,1921
212523,Brazil,Anderson Talisca,['24'],83,88,Guangzhou Evergrande,€34.5M,€30K,2144
212194,Germany,J. Brandt,['22'],83,88,Bayer 04 Leverkusen,€34.5M,€70K,1952
210514,Portugal,João Cancelo,['24'],83,88,Juventus,€29M,€100K,2180
210413,Italy,A. Romagnoli,['23'],83,90,Milan,€31M,€90K,1765
210008,France,A. Rabiot,['23'],83,87,Paris Saint Germain,€33M,€90K,2182
208808,Netherlands,Q. Promes,['26'],83,83,Sevilla,€28M,€30K,2076
208618,Spain,Lucas Vázquez,['27'],83,83,Real Madrid,€27M,€200K,2128
208418,Belgium,Y. Carrasco,['24'],83,84,Dalian Professional,€31M,€20K,2020
207863,Brazil,Felipe,['29'],83,83,Porto,€20M,€20K,1786
205498,Italy,Jorginho,['26'],83,84,Chelsea,€30M,€140K,2100
204935,England,J. Pickford,['24'],83,88,Everton,€25M,€80K,1444
204639,Montenegro,S. Savić,['27'],83,85,Atlético Madrid,€25.5M,€70K,1692
203574,England,J. Stones,['24'],83,87,Manchester City,€28.5M,€120K,1858
202651,Spain,Suso,['24'],83,85,Milan,€32M,€110K,1959
202166,Germany,J. Draxler,['24'],83,86,Paris Saint Germain,€32.5M,€90K,2112
200949,Brazil,Lucas Moura,['25'],83,84,Tottenham Hotspur,€31.5M,€120K,2101
200888,Portugal,Danilo Pereira,['26'],83,84,Porto,€25M,€20K,2020
200724,Spain,Nacho Fernández,['28'],83,84,Real Madrid,€23.5M,€180K,1855
200647,Slovenia,J. Iličić,['30'],83,83,Atalanta,€25M,€50K,2016
200316,Germany,T. Horn,['25'],83,86,FC Köln,€23M,€20K,1260
199564,Spain,Sergi Roberto,['26'],83,84,FC Barcelona,€24.5M,€170K,2112
198950,Spain,Pablo Sarabia,['26'],83,84,Sevilla,€30.5M,€30K,2050
198329,Spain,Rodrigo,['27'],83,83,Valencia,€27.5M,€60K,2062
198141,Spain,Bartra,['27'],83,84,Real Betis,€24.5M,€30K,2059
195365,Slovenia,K. Kampl,['27'],83,83,RB Leipzig,€26.5M,€70K,2076
193698,Germany,O. Baumann,['28'],83,84,TSG Hoffenheim,€21M,€40K,1220
193474,Senegal,I. Gueye,['28'],83,83,Everton,€21M,€120K,2064
192984,Belgium,K. Casteels,['26'],83,85,VfL Wolfsburg,€21.5M,€50K,1256
192638,Spain,Marcos Alonso,['27'],83,83,Chelsea,€21.5M,€130K,2194
192563,Germany,B. Leno,['26'],83,86,Arsenal,€22.5M,€100K,1299
191202,Serbia,N. Matić,['29'],83,83,Manchester United,€20M,€150K,2069
190286,Spain,Canales,['27'],83,83,Real Betis,€27M,€40K,2042
188152,Brazil,Oscar,['26'],83,83,Shanghai SIPG,€28M,€30K,2043
185122,Hungary,P. Gulácsi,['28'],83,84,RB Leipzig,€21M,€60K,1244
185103,Serbia,A. Kolarov,['32'],83,83,Roma,€14.5M,€80K,2266
184941,Chile,A. Sánchez,['29'],83,83,Manchester United,€25.5M,€180K,2144
183574,Germany,M. Kruse,['30'],83,83,Werder Bremen,€25M,€50K,2067
181291,Netherlands,G. Wijnaldum,['27'],83,83,Liverpool,€26.5M,€140K,2198
179944,Brazil,David Luiz,['31'],83,83,Chelsea,€17.5M,€130K,2086
178750,Spain,Sergio Asenjo,['29'],83,84,Villarreal,€20M,€40K,1329
178005,Portugal,Rui Patrício,['30'],83,83,Wolverhampton Wanderers,€16.5M,€70K,1350
177610,Spain,Javi Martínez,['29'],83,83,FC Bayern München,€20M,€90K,1944
169416,Mexico,C. Vela,['29'],83,83,Los Angeles FC,€25.5M,€15K,2005
168435,Italy,S. Sirigu,['31'],83,83,Torino,€15.5M,€50K,1219
163587,Denmark,K. Schmeichel,['31'],83,83,Leicester City,€15.5M,€70K,1344
162347,Portugal,João Moutinho,['31'],83,83,Wolverhampton Wanderers,€22M,€100K,2180
159261,Italy,F. Quagliarella,['35'],83,83,Sampdoria,€12M,€50K,1959
156616,France,F. Ribéry,['35'],83,83,FC Bayern München,€11.5M,€70K,1928
104389,Norway,R. Jarstein,['33'],83,83,Hertha BSC,€13M,€30K,1191
53302,Italy,D. De Rossi,['34'],83,83,Roma,€8M,€80K,2100
20775,Portugal,Quaresma,['34'],83,83,Beşiktaş,€13M,€70K,1972
5479,Spain,Casillas,['37'],83,83,Porto,€1.7M,€10K,1306
41,Spain,Iniesta,['34'],83,83,Vissel Kobe,€12.5M,€15K,2047
232432,Serbia,L. Jović,['20'],82,88,Eintracht Frankfurt,€31M,€40K,1919
230258,Brazil,Rosberto Dourado,['30'],82,82,Atlético Mineiro,€16.5M,€50K,2061
230225,Brazil,Juiano Mestres,['34'],82,82,Cruzeiro,€6.5M,€40K,2003
230168,Brazil,Raphaelito Anjos,['30'],82,82,Grêmio,€14M,€30K,1191
229237,Switzerland,M. Akanji,['22'],82,88,Borussia Dortmund,€26M,€50K,1889
227055,Portugal,Gelson Martins,['23'],82,87,Monaco,€29.5M,€70K,2017
226753,Cameroon,A. Onana,['22'],82,87,Ajax,€21.5M,€15K,1378
226271,Spain,Fabián,['22'],82,90,Napoli,€32M,€70K,2107
226226,Argentina,G. Lo Celso,['22'],82,88,Real Betis,€30M,€30K,2147
226110,Côte d'Ivoire,N. Pépé,['23'],82,88,Lille,€30.5M,€40K,1996
225850,France,P. Kimpembe,['22'],82,88,Paris Saint Germain,€26M,€70K,1895
223959,Uruguay,L. Torreira,['22'],82,87,Arsenal,€25M,€100K,2122
222737,Brazil,Malcom,['21'],82,89,FC Barcelona,€31M,€140K,1978
221992,Mexico,H. Lozano,['22'],82,87,PSV,€29.5M,€20K,2018
221087,Spain,Pau López,['23'],82,87,Real Betis,€21.5M,€20K,1325
216547,Portugal,Rafa,['25'],82,83,Benfica,€26.5M,€20K,1970
216409,Italy,M. Politano,['24'],82,83,Inter,€26.5M,€70K,2002
215333,Colombia,D. Zapata,['27'],82,82,Atalanta,€23.5M,€40K,1815
213331,Germany,J. Tah,['22'],82,87,Bayer 04 Leverkusen,€25M,€60K,1671
212404,Italy,F. Bernardeschi,['24'],82,85,Juventus,€28M,€110K,2105
212151,Albania,T. Strakosha,['23'],82,87,Lazio,€21.5M,€40K,1176
211748,Germany,K. Demirbay,['24'],82,85,TSG Hoffenheim,€27.5M,€40K,2108
211320,Italy,D. Rugani,['23'],82,86,Juventus,€24.5M,€90K,1713
211256,Argentina,N. Tagliafico,['25'],82,83,Ajax,€21.5M,€20K,2073
210406,Poland,P. Zieliński,['24'],82,86,Napoli,€28.5M,€70K,2100
210035,Spain,Grimaldo,['22'],82,86,Benfica,€24M,€15K,2165
209989,Ghana,T. Partey,['25'],82,87,Atlético Madrid,€25M,€60K,2100
209889,Portugal,R. Guerreiro,['24'],82,85,Borussia Dortmund,€28M,€60K,2140
208830,England,J. Vardy,['31'],82,82,Leicester City,€20M,€100K,2087
208596,Italy,A. Belotti,['24'],82,87,Torino,€30M,€60K,1962
208448,Sweden,E. Forsberg,['26'],82,83,RB Leipzig,€26M,€70K,1937
207566,Portugal,William Carvalho,['26'],82,85,Real Betis,€23M,€30K,1999
207494,England,J. Lingard,['25'],82,83,Manchester United,€26.5M,€150K,2118
207410,Croatia,M. Kovačić,['24'],82,86,Chelsea,€28.5M,€110K,2102
205693,France,S. Haller,['24'],82,85,Eintracht Frankfurt,€28.5M,€50K,1919
205452,Germany,A. Rüdiger,['25'],82,84,Chelsea,€22.5M,€110K,1863
205175,Poland,A. Milik,['24'],82,86,Napoli,€29.5M,€80K,1955
203551,Italy,A. Florenzi,['27'],82,82,Roma,€18.5M,€70K,2254
203486,Belgium,T. Hazard,['25'],82,83,Borussia Mönchengladbach,€26.5M,€40K,2034
203263,England,H. Maguire,['25'],82,85,Leicester City,€23.5M,€80K,1863
202857,Germany,K. Bellarabi,['28'],82,82,Bayer 04 Leverkusen,€22.5M,€80K,1983
202371,Belgium,T. Meunier,['26'],82,83,Paris Saint Germain,€21M,€90K,2162
201400,Brazil,Rafinha,['25'],82,85,FC Barcelona,€28M,€160K,2091
201305,Brazil,Gabriel Paulista,['27'],82,83,Valencia,€21M,€40K,1973
201153,Spain,Morata,['25'],82,84,Atlético Madrid,€27.5M,€70K,1886
200726,France,B. Lecomte,['27'],82,85,Montpellier,€18.5M,€30K,1117
200610,Germany,K. Volland,['25'],82,83,Bayer 04 Leverkusen,€27M,€80K,2103
200454,Spain,Paco Alcácer,['24'],82,85,Borussia Dortmund,€28.5M,€60K,1981
199987,Netherlands,J. Cillessen,['29'],82,83,FC Barcelona,€17M,€130K,1299
199451,France,W. Ben Yedder,['27'],82,82,Sevilla,€23.5M,€30K,2042
199042,Chile,C. Aránguiz,['29'],82,82,Bayer 04 Leverkusen,€21.5M,€80K,2152
198951,Congo DR,C. Bakambu,['27'],82,82,Beijing Guoan,€23.5M,€30K,2018
198717,Côte d'Ivoire,W. Zaha,['25'],82,85,Crystal Palace,€28.5M,€80K,1930
198706,Spain,Luis Alberto,['25'],82,84,Lazio,€26.5M,€60K,1999
197655,Uruguay,S. Coates,['27'],82,83,Sporting CP,€21M,€20K,1711
195093,Brazil,Willian José,['26'],82,83,Real Sociedad,€26.5M,€40K,1952
193525,Russia,Mário Fernandes,['27'],82,82,CSKA Moskva,€18.5M,€2K,2100
193348,Switzerland,X. Shaqiri,['26'],82,82,Liverpool,€24M,€140K,2090
193283,Denmark,T. Delaney,['26'],82,83,Borussia Dortmund,€21.5M,€60K,2218
193165,Mexico,J. Corona,['25'],82,83,Porto,€26.5M,€20K,2089
192883,Armenia,H. Mkhitaryan,['29'],82,82,Arsenal,€21.5M,€130K,2087
192318,Germany,M. Götze,['26'],82,83,Borussia Dortmund,€26.5M,€70K,2130
191740,Spain,Ander Herrera,['28'],82,82,Manchester United,€22M,€150K,2188
190815,Netherlands,D. Blind,['28'],82,82,Ajax,€18M,€30K,2106
190813,Italy,S. El Shaarawy,['25'],82,82,Shanghai Shenhua,€24M,€30K,1936
190547,Poland,K. Glik,['30'],82,82,Monaco,€16.5M,€80K,1575
189805,Netherlands,L. de Jong,['27'],82,82,PSV,€23.5M,€30K,1968
189575,Spain,Muniain,['25'],82,83,Athletic Club,€26.5M,€30K,2001
189505,Spain,Pedro,['30'],82,82,Chelsea,€21M,€140K,1968
189125,Italy,G. Bonaventura,['28'],82,82,Milan,€22M,€110K,2207
189068,Netherlands,B. Dost,['29'],82,82,Sporting CP,€22M,€20K,1787
188943,Germany,K. Trapp,['27'],82,83,Eintracht Frankfurt,€17M,€40K,1197
188803,Brazil,Taison,['30'],82,82,Shakhtar Donetsk,€21M,€2K,2066
187754,Ukraine,Marlos,['30'],82,82,Shakhtar Donetsk,€21M,€2K,2075
186627,Italy,M. Balotelli,['27'],82,82,Olympique Marseille,€23.5M,€70K,1908
186561,Wales,A. Ramsey,['27'],82,82,Arsenal,€23M,€130K,2119
185221,Brazil,Luiz Gustavo,['30'],82,82,Olympique Marseille,€16.5M,€60K,2013
184942,Brazil,Giuliano,['28'],82,82,Al Nassr,€22.5M,€60K,2069
184484,Iceland,G. Sigurðsson,['28'],82,82,Everton,€22.5M,€120K,2094
184431,Italy,S. Giovinco,['31'],82,82,Al Hilal,€20M,€60K,1956
184200,Austria,M. Arnautović,['29'],82,82,Shanghai SIPG,€22M,€30K,2103
183711,England,J. Henderson,['28'],82,82,Liverpool,€18M,€120K,2160
183498,Italy,M. Parolo,['33'],82,82,Lazio,€9M,€60K,2151
181786,Croatia,V. Ćorluka,['32'],82,82,Lokomotiv Moskva,€12.5M,€2K,1898
179783,Germany,R. Fährmann,['29'],82,83,Schalke 04,€17M,€40K,1168
178509,France,O. Giroud,['31'],82,82,Chelsea,€20M,€140K,1928
178088,Spain,Juan Mata,['30'],82,82,Manchester United,€21M,€150K,1971
178086,Spain,Adán,['31'],82,82,Atlético Madrid,€13.5M,€50K,1296
177457,Germany,L. Bender,['29'],82,82,Bayer 04 Leverkusen,€17M,€80K,2039
177388,France,D. Payet,['31'],82,82,Olympique Marseille,€19.5M,€60K,2018
171919,Brazil,Naldo,['35'],82,82,Monaco,€5M,€60K,1912
171897,Mexico,A. Guardado,['31'],82,82,Real Betis,€19M,€30K,2157
170481,Argentina,E. Garay,['31'],82,82,Valencia,€15M,€40K,1915
168530,Brazil,Jardel,['32'],82,82,Benfica,€12.5M,€15K,1693
168354,Italy,E. Viviano,['32'],82,82,SPAL,€12.5M,€15K,1169
165229,France,L. Koscielny,['32'],82,82,Arsenal,€12.5M,€110K,1809
164835,Poland,Ł. Fabiański,['33'],82,82,West Ham United,€11M,€80K,1218
163489,Italy,A. Consigli,['31'],82,82,Sassuolo,€13.5M,€50K,1180
162895,Spain,Cesc Fàbregas,['31'],82,82,Monaco,€19M,€90K,2029
158963,Argentina,L. Biglia,['32'],82,82,Milan,€12.5M,€100K,2104
156519,Mexico,H. Herrera,['28'],82,82,Porto,€22M,€20K,2120
106231,Spain,Aduriz,['37'],82,82,Athletic Club,€6.5M,€30K,1970
24630,Spain,Pepe Reina,['35'],82,82,Milan,€5M,€50K,1296
