ID,Nationality,Name,Age,Overall,Potential,Team,Value,Wage,Total_Point
16897,Belgium,D. Van Buyten,['28'],87,89,FC Bayern München,€0,€0,1425
11141,Germany,M. Klose,['28'],87,91,Werder Bremen,€0,€0,1407
10704,Netherlands,R. Makaay,['31'],87,91,FC Bayern München,€0,€0,1379
10264,Netherlands,R. van Nistelrooy,['29'],87,90,Real Madrid,€0,€0,1426
7763,Italy,A. Pirlo,['27'],87,91,Milan,€0,€0,1523
5736,Netherlands,P. Cocu,['35'],87,88,PSV,€0,€0,1479
3647,Germany,M. Ballack,['29'],87,91,Chelsea,€0,€0,1610
1551,France,L. Giuly,['29'],87,86,FC Barcelona,€0,€0,1472
1075,Italy,A. Del Piero,['31'],87,91,Juventus,€0,€0,1540
250,England,D. Beckham,['31'],87,89,Real Madrid,€0,€0,1496
27,England,J. Cole,['24'],87,93,Chelsea,€0,€0,1507
148119,Russia,I. Akinfeev,['20'],86,90,,€0,€0,1167
139720,Belgium,V. Kompany,['20'],86,92,Hamburger SV,€0,€0,1583
136144,Brazil,Robinho,['22'],86,94,Real Madrid,€0,€0,1392
135460,Brazil,Alex,['28'],86,89,Fenerbahçe,€0,€0,1386
121939,Germany,P. Lahm,['22'],86,90,FC Bayern München,€0,€0,1470
117106,Portugal,Pauleta,['33'],86,90,Paris Saint Germain,€0,€0,1412
105862,Brazil,Marcelinho,['31'],86,87,VfL Wolfsburg,€0,€0,1342
53769,Brazil,Deco,['28'],86,90,FC Barcelona,€0,€0,1496
45674,Ghana,M. Essien,['23'],86,91,Chelsea,€0,€0,1539
45461,Italy,M. Camoranesi,['29'],86,85,Juventus,€0,€0,1503
26709,Mexico,R. Márquez,['27'],86,88,FC Barcelona,€0,€0,1480
21570,Brazil,Rogério Ceni,['33'],86,87,São Paulo,€0,€0,1131
20775,Portugal,Quaresma,['22'],86,90,Porto,€0,€0,1458
19896,Spain,Valerón,['31'],86,89,Deportivo La Coruña,€0,€0,1351
13914,England,P. Robinson,['26'],86,90,Tottenham Hotspur,€0,€0,1047
7142,Georgia,K. Kaladze,['28'],86,87,Milan,€0,€0,1425
5744,Iceland,E. Gudjohnsen,['27'],86,86,FC Barcelona,€0,€0,1437
5740,Netherlands,J. Stam,['33'],86,90,Ajax,€0,€0,1338
5430,Germany,T. Frings,['29'],86,88,Werder Bremen,€0,€0,1577
5419,England,M. Owen,['26'],86,90,Newcastle United,€0,€0,1438
5099,Italy,G. Zambrotta,['29'],86,89,FC Barcelona,€0,€0,1613
4738,Uruguay,A. Recoba,['30'],86,87,Inter,€0,€0,1390
4231,Brazil,Rivaldo,['34'],86,90,Olympiakos Piraeus,€0,€0,1596
1131,Argentina,R. Ayala,['33'],86,86,Valencia,€0,€0,1393
1041,Argentina,J. Zanetti,['32'],86,85,Inter,€0,€0,1504
883,France,W. Sagnol,['29'],86,91,FC Bayern München,€0,€0,1493
330,Republic of Ireland,R. Keane,['25'],86,88,Tottenham Hotspur,€0,€0,1287
246,England,P. Scholes,['31'],86,89,Manchester United,€0,€0,1610
162895,Spain,F. Fabregas,['19'],85,90,Arsenal,€0,€0,1521
158023,Argentina,L. Messi,['19'],85,94,FC Barcelona,€0,€0,1465
156616,France,F. Ribéry,['23'],85,92,Olympique Marseille,€0,€0,1459
155862,Spain,Sergio Ramos,['20'],85,92,Real Madrid,€0,€0,1400
142750,Argentina,L. González,['25'],85,90,Porto,€0,€0,1533
138654,Argentina,G. Milito,['25'],85,86,Real Zaragoza,€0,€0,1415
136194,Brazil,Luis Fabiano,['25'],85,86,Sevilla,€0,€0,1418
112934,Serbia,S. Milosevic,['32'],85,87,Osasuna,€0,€0,1450
110856,Spain,L. García,['28'],85,86,Liverpool,€0,€0,1435
53612,Germany,P. Mertesacker,['21'],85,89,Werder Bremen,€0,€0,1336
47131,Portugal,F. Meira,['28'],85,88,VfB Stuttgart,€0,€0,1386
46042,Brazil,Juan,['27'],85,89,Bayer 04 Leverkusen,€0,€0,1347
45197,Spain,X. Alonso,['24'],85,87,Liverpool,€0,€0,1541
45062,France,G. Givet,['24'],85,86,Monaco,€0,€0,1266
31432,Côte d'Ivoire,D. Drogba,['28'],85,88,Chelsea,€0,€0,1387
24438,Colombia,M. Yepes,['30'],85,89,Paris Saint Germain,€0,€0,1398
23461,Argentina,W. Samuel,['28'],85,87,Inter,€0,€0,1461
18126,Serbia,M. Krstajic,['32'],85,87,Schalke 04,€0,€0,1455
10535,Spain,Xavi,['26'],85,86,FC Barcelona,€0,€0,1546
8473,Czech Republic,T. Rosicky,['25'],85,91,Arsenal,€0,€0,1472
8222,Argentina,G. Heinze,['28'],85,84,Manchester United,€0,€0,1445
7826,Netherlands,R. van Persie,['22'],85,85,Arsenal,€0,€0,1436
6647,France,W. Gallas,['28'],85,88,Arsenal,€0,€0,1253
5879,Italy,A. Gilardino,['23'],85,91,Milan,€0,€0,1363
5467,England,J. Carragher,['28'],85,86,Liverpool,€0,€0,1291
4556,Italy,C. Lucarelli,['30'],85,86,Livorno,€0,€0,1395
3813,France,M. Landreau,['27'],85,91,Paris Saint Germain,€0,€0,1062
2956,Bulgaria,S. Petrov,['26'],85,86,Aston Villa,€0,€0,1457
1607,France,F. Barthez,['35'],85,89,Nantes,€0,€0,1106
1419,France,P. Vieira,['30'],85,89,Inter,€0,€0,1556
1219,Italy,C. Abbiati,['28'],85,88,Torino,€0,€0,1278
899,Germany,F. Rost,['33'],85,86,Hamburger SV,€0,€0,1243
726,Turkey,Hasan Şaş,['29'],85,86,Galatasaray,€0,€0,1450
241,Wales,R. Giggs,['32'],85,90,Manchester United,€0,€0,1389
177848,Romania,T. Petrovici,['24'],84,84,Fiorentina,€0,€0,1414
160774,Brazil,Fred,['22'],84,90,Olympique Lyonnais,€0,€0,1382
158400,Germany,R. Enke,['28'],84,86,Hannover 96,€0,€0,1133
158232,Côte d'Ivoire,S. Kalou,['20'],84,93,Chelsea,€0,€0,1330
149306,Bulgaria,V. Bojinov,['20'],84,91,Juventus,€0,€0,1353
148302,Brazil,Liédson,['28'],84,83,Sporting CP,€0,€0,1348
148138,Croatia,I. Olic,['26'],84,87,Hamburger SV,€0,€0,1419
143632,Turkey,V. Demirel,['24'],84,88,Fenerbahçe,€0,€0,1302
141645,France,E. Abidal,['26'],84,88,Olympique Lyonnais,€0,€0,1481
139036,Argentina,R. Abbondanzieri,['33'],84,85,Getafe,€0,€0,1196
138678,Turkey,Ü. Karan,['29'],84,86,Galatasaray,€0,€0,1400
138123,Argentina,E. Cambiasso,['25'],84,86,Inter,€0,€0,1550
136834,Denmark,M. Jørgensen,['29'],84,85,Fiorentina,€0,€0,1491
135520,Brazil,Gilberto,['30'],84,82,Hertha BSC,€0,€0,1407
119152,Côte d'Ivoire,K. Toure,['25'],84,86,Arsenal,€0,€0,1322
106850,Serbia,M. Vucinic,['22'],84,91,Roma,€0,€0,1363
106573,Spain,Valdés,['24'],84,85,FC Barcelona,€0,€0,1188
50752,England,L. King,['25'],84,85,Tottenham Hotspur,€0,€0,1323
48752,Brazil,Lincoln,['27'],84,88,Schalke 04,€0,€0,1427
46444,Serbia,P. Djordjevic,['33'],84,83,Olympiakos Piraeus,€0,€0,1564
46167,Sweden,D. Majstorovic,['29'],84,85,Basel,€0,€0,1385
45661,Spain,Raúl,['29'],84,88,Real Madrid,€0,€0,1457
41635,France,P. Mexès,['24'],84,85,Roma,€0,€0,1379
32120,Argentina,L. Bernardi,['28'],84,86,Monaco,€0,€0,1513
30110,Bulgaria,D. Berbatov,['25'],84,90,Tottenham Hotspur,€0,€0,1414
26157,Spain,Helguera,['31'],84,84,Real Madrid,€0,€0,1456
25420,Peru,C. Pizarro,['27'],84,85,FC Bayern München,€0,€0,1339
24630,Spain,J. Reina,['23'],84,89,Liverpool,€0,€0,1105
20212,Portugal,Maniche,['28'],84,87,Atlético Madrid,€0,€0,1479
13940,Czech Republic,J. Koller,['33'],84,86,Monaco,€0,€0,1419
10962,Argentina,S. Solari,['29'],84,86,Inter,€0,€0,1566
9593,Spain,Guti,['29'],84,85,Real Madrid,€0,€0,1459
7784,France,D. Cissé,['24'],84,91,Olympique Marseille,€0,€0,1287
6975,Sweden,F. Ljungberg,['29'],84,86,Arsenal,€0,€0,1482
6148,Greece,A. Nikopolidis,['34'],84,87,Olympiakos Piraeus,€0,€0,1166
5244,Italy,E. Corini,['35'],84,85,Palermo,€0,€0,1534
4767,Brazil,Emerson,['30'],84,89,Real Madrid,€0,€0,1539
3934,Argentina,J. Cruz,['31'],84,84,Inter,€0,€0,1441
3622,Portugal,R. Carvalho,['28'],84,87,Chelsea,€0,€0,1254
2651,Republic of Ireland,S. Given,['30'],84,89,Newcastle United,€0,€0,1120
2264,Spain,Tamudo,['28'],84,85,Espanyol,€0,€0,1388
2196,Germany,R. Weidenfeller,['25'],84,90,Borussia Dortmund,€0,€0,1080
1418,France,J. Micoud,['32'],84,84,Bordeaux,€0,€0,1395
1283,Turkey,Y. Bastürk,['27'],84,83,Hertha BSC,€0,€0,1341
1099,Italy,M. Di Vaio,['29'],84,84,Genoa,€0,€0,1301
942,Italy,C. Vieri,['32'],84,89,Atalanta,€0,€0,1344
763,Germany,C. Wörns,['34'],84,88,Borussia Dortmund,€0,€0,1332
191708,Brazil,Fernandão,['28'],83,87,Internacional,€0,€0,1464
177844,Italy,B. Valerio,['32'],83,88,Inter,€0,€0,1245
157271,Brazil,R. Oliveira,['26'],83,89,Milan,€0,€0,1425
152855,Brazil,Rafael Sobis,['21'],83,90,Real Betis,€0,€0,1428
148803,Netherlands,K. Huntelaar,['22'],83,92,Ajax,€0,€0,1335
147777,Russia,A. Arshavin,['25'],83,90,,€0,€0,1365
147472,Russia,D. Sennikov,['30'],83,84,,€0,€0,1349
146955,Argentina,A. Ibagaza,['30'],83,86,Mallorca,€0,€0,1401
142619,Argentina,N. Frutos,['25'],83,84,Anderlecht,€0,€0,1427
137671,Nigeria,P. Odemwingie,['24'],83,90,Lille,€0,€0,1392
137186,Italy,A. Barzagli,['24'],83,83,Palermo,€0,€0,1481
137160,Italy,M. Amelia,['24'],83,86,Livorno,€0,€0,1164
137125,Slovakia,M. Mintal,['28'],83,89,Nürnberg,€0,€0,1381
136764,Netherlands,K. Boulahrouz,['24'],83,85,Chelsea,€0,€0,1324
136138,Brazil,Diego,['21'],83,90,Werder Bremen,€0,€0,1362
135718,Spain,Ricardo,['34'],83,87,Osasuna,€0,€0,1315
135606,Spain,Pablo,['24'],83,87,Atlético Madrid,€0,€0,1339
135567,Brazil,Nilmar,['21'],83,92,Corinthians,€0,€0,1267
135149,France,M. Planus,['24'],83,85,Bordeaux,€0,€0,1310
134957,South Africa,B. McCarthy,['28'],83,85,Blackburn Rovers,€0,€0,1443
134597,Spain,Juanito,['29'],83,84,Real Betis,€0,€0,1358
120202,Portugal,P. Ferreira,['27'],83,86,Chelsea,€0,€0,1353
113113,Portugal,Jorge Andrade,['28'],83,86,Deportivo La Coruña,€0,€0,1436
110550,Spain,Oleguer,['26'],83,82,FC Barcelona,€0,€0,1480
108075,Brazil,Eduardo,['25'],83,84,Grasshopper,€0,€0,1496
105477,Honduras,D. Suazo,['26'],83,84,Cagliari,€0,€0,1351
51113,Italy,T. Rocchi,['28'],83,85,Lazio,€0,€0,1416
50542,England,J. Defoe,['23'],83,88,Tottenham Hotspur,€0,€0,1250
50530,United States,K. Keller,['36'],83,89,Borussia Mönchengladbach,€0,€0,1157
49389,Spain,Pavón,['26'],83,83,Real Madrid,€0,€0,1354
49170,Denmark,T. Kahlenberg,['23'],83,90,Auxerre,€0,€0,1329
49072,Uruguay,D. Forlán,['27'],83,88,Villarreal,€0,€0,1344
46857,Norway,M. Pedersen,['24'],83,87,Blackburn Rovers,€0,€0,1514
45601,France,F. Malouda,['26'],83,90,Olympique Lyonnais,€0,€0,1566
45595,Italy,D. Bonera,['25'],83,83,Milan,€0,€0,1482
45367,France,V. Ismaël,['30'],83,86,FC Bayern München,€0,€0,1419
44900,Denmark,J. Tomasson,['29'],83,86,Villarreal,€0,€0,1419
37576,Brazil,Ronaldo,['29'],83,93,Milan,€0,€0,1331
34079,England,A. Cole,['25'],83,89,Chelsea,€0,€0,1389
33674,Australia,S. Chipperfield,['30'],83,81,Basel,€0,€0,1506
30630,Germany,T. Borowski,['26'],83,88,Werder Bremen,€0,€0,1504
30308,Croatia,D. Prso,['31'],83,87,Rangers,€0,€0,1364
22499,Spain,Yeste,['26'],83,87,Athletic Club,€0,€0,1527
21146,England,M. Carrick,['24'],83,90,Manchester United,€0,€0,1540
20551,Sweden,A. Isaksson,['24'],83,90,Manchester City,€0,€0,1132
19977,Finland,S. Hyypiä,['32'],83,85,Liverpool,€0,€0,1301
19765,Netherlands,M. van Bommel,['29'],83,84,FC Bayern München,€0,€0,1616
15723,Netherlands,D. Kuyt,['25'],83,86,Liverpool,€0,€0,1515
10959,Argentina,P. Aimar,['26'],83,89,Real Zaragoza,€0,€0,1373
10133,Croatia,I. Klasnic,['26'],83,87,Werder Bremen,€0,€0,1359
7631,Italy,A. Cassano,['23'],83,90,Real Madrid,€0,€0,1300
6550,France,O. Monterrubio,['29'],83,88,Lens,€0,€0,1350
6007,Croatia,I. Tudor,['28'],83,86,Juventus,€0,€0,1413
5003,Brazil,Cafu,['36'],83,88,Milan,€0,€0,1458
4731,Italy,S. Perrotta,['28'],83,86,Roma,€0,€0,1550
4098,Portugal,Tiago,['25'],83,90,Olympique Lyonnais,€0,€0,1542
4077,Portugal,Simao,['26'],83,84,Benfica,€0,€0,1376
3912,France,L. Saha,['27'],83,86,Manchester United,€0,€0,1445
3395,England,S. Wright-Phillips,['24'],83,88,Chelsea,€0,€0,1419
2904,Australia,H. Kewell,['27'],83,89,Liverpool,€0,€0,1332
1678,Serbia,M. Kezman,['27'],83,85,Fenerbahçe,€0,€0,1349
1056,Italy,A. Peruzzi,['36'],83,88,Lazio,€0,€0,1170
1040,Brazil,Roberto Carlos,['33'],83,89,Real Madrid,€0,€0,1487
981,Italy,R. Muzzi,['34'],83,82,Torino,€0,€0,1389
552,Mali,F. Kanouté,['28'],83,82,Sevilla,€0,€0,1232
41,Spain,Iniesta,['22'],83,90,FC Barcelona,€0,€0,1533
162685,Czech Republic,J. Lastuvka,['23'],82,82,Fulham,€0,€0,1108
157468,Spain,De la Peña,['30'],82,88,Espanyol,€0,€0,1430
155813,Colombia,L. Perea,['27'],82,84,Atlético Madrid,€0,€0,1371
150266,Greece,D. Papadopoulos,['24'],82,83,Panathinaikos,€0,€0,1486
146659,Spain,Munitis,['31'],82,85,Racing Santander,€0,€0,1393
146536,Spain,Jesús Navas,['20'],82,90,Sevilla,€0,€0,1354
143430,Ukraine,A. Shovkovski,['31'],82,81,,€0,€0,1185
143283,Turkey,G. Karadeniz,['26'],82,80,Trabzonspor,€0,€0,1392
141317,Spain,Baraja,['30'],82,84,Valencia,€0,€0,1546
140276,Argentina,C. Delgado,['24'],82,87,Cruz Azul,€0,€0,1441
140274,Argentina,D. Díaz,['27'],82,84,Boca Juniors,€0,€0,1341
140256,Paraguay,D. Verón,['26'],82,83,Pumas UNAM,€0,€0,1274
139869,Netherlands,W. Sneijder,['22'],82,89,Ajax,€0,€0,1459
139094,Brazil,Helton,['28'],82,87,Porto,€0,€0,1115
138908,Italy,V. Sicignano,['31'],82,84,Chievo,€0,€0,1095
138703,Argentina,A. D'Alessandro,['25'],82,88,Real Zaragoza,€0,€0,1371
136553,Korea Republic,Lee Dong Gook,['27'],82,82,Middlesbrough,€0,€0,1268
136187,Brazil,Julio Baptista,['24'],82,90,Arsenal,€0,€0,1548
134594,Spain,Rivas,['27'],82,83,Real Betis,€0,€0,1272
121944,Germany,B. Schweinsteiger,['21'],82,89,FC Bayern München,€0,€0,1386
121122,Germany,S. Rolfes,['24'],82,86,Bayer 04 Leverkusen,€0,€0,1470
120312,England,M. Dawson,['22'],82,88,Tottenham Hotspur,€0,€0,1242
120304,Cameroon,J. Makoun,['23'],82,89,Lille,€0,€0,1502
120274,Italy,A. Di Natale,['28'],82,83,Udinese,€0,€0,1333
112253,France,J. Toulalan,['22'],82,92,Olympique Lyonnais,€0,€0,1398
111093,Spain,J. Reyes,['22'],82,89,Real Madrid,€0,€0,1374
110971,Turkey,Nihat,['26'],82,81,Villarreal,€0,€0,1424
110158,Spain,Victor,['30'],82,83,Panathinaikos,€0,€0,1477
109693,Nigeria,Y. Aiyegbeni,['23'],82,87,Middlesbrough,€0,€0,1361
105846,Poland,A. Boruc,['26'],82,83,Celtic,€0,€0,1060
104043,Brazil,Alberto,['31'],82,81,Siena,€0,€0,1354
102009,Italy,F. Flachi,['31'],82,82,Sampdoria,€0,€0,1367
53012,Germany,T. Wiese,['24'],82,85,Werder Bremen,€0,€0,982
51105,France,S. Squillaci,['25'],82,88,Olympique Lyonnais,€0,€0,1292
51021,Germany,M. Friedrich,['26'],82,85,FSV Mainz 05,€0,€0,1261
50713,England,M. Upson,['27'],82,83,West Ham United,€0,€0,1223
50598,England,D. Bent,['22'],82,84,Charlton Athletic,€0,€0,1357
50061,Brazil,A. César,['31'],82,85,Livorno,€0,€0,1343
49614,Uruguay,E. Chevantón,['25'],82,83,Sevilla,€0,€0,1314
47390,Brazil,Gilberto Silva,['29'],82,86,Arsenal,€0,€0,1510
45916,Italy,F. Bazzani,['29'],82,83,Sampdoria,€0,€0,1337
45504,Croatia,M. Petric,['25'],82,83,Basel,€0,€0,1384
45124,Italy,F. Liverani,['30'],82,86,Fiorentina,€0,€0,1402
44902,Czech Republic,T. Ujfalusi,['28'],82,86,Fiorentina,€0,€0,1373
43020,Scotland,B. Ferguson,['28'],82,83,Rangers,€0,€0,1535
41874,France,B. Pedretti,['25'],82,86,Auxerre,€0,€0,1497
33730,Korea Republic,Kim Nam Il,['29'],82,83,Suwon Bluewings,€0,€0,1402
31831,Sweden,K. Källström,['23'],82,90,Olympique Lyonnais,€0,€0,1524
29552,Japan,S. Nakamura,['28'],82,82,Celtic,€0,€0,1322
28271,Iran,M. Mahdavikia,['28'],82,83,Hamburger SV,€0,€0,1419
27578,Italy,S. Barone,['28'],82,82,Torino,€0,€0,1533
27488,Netherlands,J. Vennegoor of H.,['27'],82,83,Celtic,€0,€0,1417
24332,Italy,V. Iaquinta,['26'],82,85,Udinese,€0,€0,1379
20169,Portugal,Costinha,['31'],82,89,Atlético Madrid,€0,€0,1520
16619,Colombia,I. Córdoba,['29'],82,83,Inter,€0,€0,1355
12253,Senegal,E. Diouf,['25'],82,83,Bolton Wanderers,€0,€0,1434
11769,Germany,T. Hildebrand,['27'],82,89,VfB Stuttgart,€0,€0,1123
11576,Spain,Marchena,['26'],82,84,Valencia,€0,€0,1463
11031,France,S. Wiltord,['32'],82,89,Olympique Lyonnais,€0,€0,1445
10866,Croatia,J. Simunic,['28'],82,83,Hertha BSC,€0,€0,1315
10684,Germany,O. Neuville,['33'],82,84,Borussia Mönchengladbach,€0,€0,1325
9195,Greece,P. Kafes,['28'],82,80,Olympiakos Piraeus,€0,€0,1497
8772,Australia,M. Viduka,['30'],82,85,Middlesbrough,€0,€0,1383
8517,England,S. Parker,['25'],82,84,Newcastle United,€0,€0,1526
7854,Portugal,Sérgio Conceição,['31'],82,83,Standard Liège,€0,€0,1513
7687,Italy,D. Di Michele,['30'],82,82,Palermo,€0,€0,1467
6747,Romania,C. Chivu,['25'],82,82,Roma,€0,€0,1471
6264,Denmark,P. Nielsen,['32'],82,83,Brøndby,€0,€0,1223
5818,France,M. Silvestre,['28'],82,83,Manchester United,€0,€0,1419
5661,Spain,F. Morientes,['30'],82,81,Valencia,€0,€0,1408
5060,France,M. Pagis,['32'],82,88,Olympique Marseille,€0,€0,1312
3041,Bosnia and Herzegovina,H. Salihamidzic,['29'],82,81,FC Bayern München,€0,€0,1342
2153,Côte d'Ivoire,B. Kalou,['28'],82,85,Paris Saint Germain,€0,€0,1353
1668,France,C. Makélelé,['33'],82,88,Chelsea,€0,€0,1336
1289,France,S. Frey,['26'],82,85,Fiorentina,€0,€0,1024
1249,Italy,E. Chiesa,['35'],82,83,Siena,€0,€0,1387
1186,Portugal,Couto,['36'],82,84,Parma,€0,€0,1279
1109,Italy,P. Maldini,['38'],82,88,Milan,€0,€0,1350
1046,France,J. Rothen,['28'],82,86,Paris Saint Germain,€0,€0,1370
933,Denmark,J. Grønkjær,['28'],82,83,København,€0,€0,1421
636,England,D. Ashton,['22'],82,84,West Ham United,€0,€0,1307
168584,Netherlands,H. Maduro,['21'],81,89,Ajax,€0,€0,1482
153260,Brazil,Hilton,['28'],81,84,Lens,€0,€0,1270
148115,Romania,M. Radoi,['25'],81,83,,€0,€0,1247
147465,Russia,S. Ovchinnikov,['35'],81,87,,€0,€0,1125
147461,Russia,D. Loskov,['32'],81,80,,€0,€0,1366
144622,Brazil,Rafael,['21'],81,86,Zürich,€0,€0,1287
139714,Russia,D. Sytchev,['22'],81,90,,€0,€0,1328
139171,Mexico,L. Pérez,['25'],81,82,Monterrey,€0,€0,1384
139006,Mexico,O. Sánchez,['32'],81,85,Guadalajara,€0,€0,1126
138993,Uruguay,W. Abreu,['29'],81,85,Monterrey,€0,€0,1347
138831,England,N. Reo-Coker,['22'],81,86,West Ham United,€0,€0,1550
138468,Czech Republic,D. Rozehnal,['25'],81,82,Paris Saint Germain,€0,€0,1303
138445,Uruguay,D. Lugano,['25'],81,84,Fenerbahçe,€0,€0,1273
138193,England,J. Barton,['23'],81,82,Manchester City,€0,€0,1527
137809,Brazil,Vágner Love,['22'],81,82,,€0,€0,1384
137790,Brazil,Marcos,['32'],81,88,Palmeiras,€0,€0,924
137494,Nigeria,O. Martins,['21'],81,89,Newcastle United,€0,€0,1354
137242,Chile,L. Jimenez,['22'],81,87,Lazio,€0,€0,1432
135866,Spain,Marcos Senna,['29'],81,81,Villarreal,€0,€0,1498
135859,France,A. Réveillère,['26'],81,86,Olympique Lyonnais,€0,€0,1459
135451,Brazil,Gomes,['25'],81,85,PSV,€0,€0,1229
135339,Brazil,Fábio,['25'],81,88,Cruzeiro,€0,€0,1110
124913,Argentina,A. Ortega,['32'],81,85,River Plate,€0,€0,1407
119814,England,D. Webber,['24'],81,85,Sheffield United,€0,€0,1288
116914,France,C. Itandje,['23'],81,89,Lens,€0,€0,996
113200,Italy,R. Zampagna,['31'],81,82,Atalanta,€0,€0,1297
111661,Cameroon,C. Kameni,['22'],81,89,Espanyol,€0,€0,1098
111018,Spain,Salva Ballesta,['31'],81,82,Levante,€0,€0,1370
111016,Spain,Mista,['27'],81,81,Atlético Madrid,€0,€0,1413
110381,Argentina,M. Rodríguez,['25'],81,84,Atlético Madrid,€0,€0,1320
110351,Spain,Roger,['29'],81,83,Ajax,€0,€0,1488
109416,Russia,A. Kerzhakov,['23'],81,90,Sevilla,€0,€0,1357
107651,Turkey,H. Altintop,['23'],81,85,Schalke 04,€0,€0,1307
105427,Italy,A. Grandoni,['28'],81,81,Livorno,€0,€0,1484
105289,Italy,G. De Rosa,['33'],81,81,Genoa,€0,€0,1282
102129,Finland,P. Pasanen,['25'],81,83,Werder Bremen,€0,€0,1265
100496,Greece,E. Tavlaridis,['26'],81,84,Lille,€0,€0,1292
54013,England,S. Downing,['21'],81,86,Middlesbrough,€0,€0,1384
53412,England,A. Ferdinand,['21'],81,87,West Ham United,€0,€0,1304
53407,Czech Republic,T. Galásek,['33'],81,89,Nürnberg,€0,€0,1492
52752,Switzerland,T. Barnetta,['21'],81,90,Bayer 04 Leverkusen,€0,€0,1321
51287,Republic of Ireland,D. Duff,['27'],81,91,Newcastle United,€0,€0,1396
51123,France,M. Bodmer,['23'],81,84,Lille,€0,€0,1506
51100,Italy,S. Mauri,['26'],81,89,Lazio,€0,€0,1482
50641,England,J. Woodgate,['26'],81,84,Middlesbrough,€0,€0,1314
49966,Switzerland,P. Senderos,['21'],81,91,Arsenal,€0,€0,1270
