ID,Nationality,Name,Age,Overall,Potential,Team,Value,Wage,Total_Point
184431,Italy,S. Giovinco,['27'],81,81,Toronto,€13M,€110K,1974
184111,Belgium,C. Benteke,['23'],81,84,Aston Villa,€12M,€80K,1918
183556,Serbia,N. Subotić,['25'],81,83,Borussia Dortmund,€11M,€110K,1874
181820,Montenegro,S. Jovetić,['24'],81,84,Manchester City,€13M,€110K,2022
181019,Brazil,Éverton Ribeiro,['25'],81,83,,€0,€0,2005
178518,Belgium,R. Nainggolan,['26'],81,84,Roma,€12.5M,€100K,2239
178372,Serbia,B. Ivanović,['30'],81,81,Chelsea,€8M,€100K,1972
178224,Mexico,J. Hernández,['26'],81,83,Real Madrid,€14M,€130K,1925
177683,Switzerland,Y. Sommer,['25'],81,84,Borussia Mönchengladbach,€11M,€70K,1442
177457,Germany,L. Bender,['25'],81,83,Bayer 04 Leverkusen,€12M,€90K,2051
177388,France,D. Payet,['27'],81,82,Olympique Marseille,€13M,€130K,2041
177358,France,M. Schneiderlin,['24'],81,85,Southampton,€10M,€70K,2059
177326,France,M. Valbuena,['29'],81,81,Dinamo Moskva,€11.5M,€90K,1953
172610,Brazil,Leandro Castán,['27'],81,82,Roma,€10.5M,€100K,1668
170797,Turkey,N. Şahin,['25'],81,83,Borussia Dortmund,€12M,€110K,2056
170733,Côte d'Ivoire,Gervinho,['27'],81,81,Roma,€12M,€110K,1910
164468,England,G. Cahill,['28'],81,81,Chelsea,€9.5M,€110K,1856
164169,Brazil,Filipe Luís,['28'],81,81,Chelsea,€9.5M,€110K,2120
163631,England,L. Baines,['29'],81,81,Everton,€9M,€70K,2236
161956,Spain,Borja Valero,['29'],81,81,Fiorentina,€10.5M,€80K,2102
158625,Brazil,Dante,['30'],81,81,FC Bayern München,€8M,€100K,1975
155897,United States,C. Dempsey,['31'],81,81,Seattle Sounders,€10M,€70K,2028
153244,France,A. Gignac,['28'],81,81,Olympique Marseille,€12M,€130K,1980
146748,Spain,Diego López,['32'],81,81,Milan,€9M,€100K,1360
146536,Spain,Jesús Navas,['28'],81,81,Manchester City,€11M,€120K,1911
139968,Nigeria,V. Enyeama,['31'],81,81,Lille,€10M,€80K,1540
135507,Brazil,Fernandinho,['29'],81,81,Manchester City,€10.5M,€100K,2170
49370,Italy,T. Motta,['31'],81,81,Paris Saint Germain,€6.5M,€100K,2061
31432,Côte d'Ivoire,D. Drogba,['36'],81,81,Montreal Impact,€1.3M,€15K,1986
13743,England,S. Gerrard,['34'],81,81,LA Galaxy,€2.8M,€90K,2195
9676,Cameroon,S. Eto'o,['33'],81,81,Sampdoria,€7.5M,€50K,2026
2196,Germany,R. Weidenfeller,['33'],81,81,Borussia Dortmund,€8.5M,€80K,1340
212218,France,A. Laporte,['20'],80,85,Athletic Club,€8M,€50K,1784
209132,Venezuela,S. Romerón,['25'],80,83,,€0,€0,1818
207865,Brazil,Marquinhos,['20'],80,87,Paris Saint Germain,€8M,€80K,1853
202857,Germany,K. Bellarabi,['24'],80,83,Bayer 04 Leverkusen,€12M,€80K,1934
202652,England,R. Sterling,['19'],80,86,Liverpool,€10M,€80K,1952
202166,Germany,J. Draxler,['20'],80,85,Schalke 04,€9.5M,€80K,1959
200454,Spain,Paco Alcácer,['20'],80,86,Valencia,€10.5M,€70K,1914
199987,Netherlands,J. Cillessen,['25'],80,84,Ajax,€11M,€90K,1396
199482,Portugal,A. Lopes,['23'],80,85,Olympique Lyonnais,€9.5M,€90K,1450
199434,Serbia,D. Tadić,['25'],80,82,Southampton,€12M,€60K,1979
198329,Spain,Rodrigo,['23'],80,86,Valencia,€12M,€90K,1984
197242,Poland,G. Krychowiak,['24'],80,84,Sevilla,€10M,€80K,1965
196432,Argentina,E. Pérez,['28'],80,80,Valencia,€11M,€90K,2235
193532,Chile,G. Medel,['26'],80,82,Inter,€10.5M,€110K,2016
193348,Switzerland,X. Shaqiri,['22'],80,84,Inter,€10.5M,€90K,2137
193130,Germany,A. Schürrle,['23'],80,83,VfL Wolfsburg,€10.5M,€90K,2052
192883,Armenia,H. Mkhitaryan,['25'],80,83,Borussia Dortmund,€12M,€90K,2103
192620,Germany,H. Badstuber,['25'],80,82,FC Bayern München,€11M,€100K,1872
192593,Croatia,D. Subašić,['29'],80,80,Monaco,€11.5M,€60K,1464
192505,Belgium,R. Lukaku,['21'],80,86,Everton,€10.5M,€60K,1903
191032,Turkey,G. Töre,['22'],80,85,Beşiktaş,€10.5M,€90K,2056
190972,Argentina,E. Salvio,['23'],80,83,Benfica,€10.5M,€90K,2043
190547,Poland,K. Glik,['26'],80,82,Torino,€11M,€70K,1527
190483,Brazil,Douglas Costa,['23'],80,84,Shakhtar Donetsk,€12M,€90K,2075
188943,Germany,K. Trapp,['23'],80,84,Eintracht Frankfurt,€9.5M,€60K,1359
188428,Côte d'Ivoire,S. Doumbia,['26'],80,82,Roma,€14M,€100K,2019
188253,Republic of Ireland,J. McCarthy,['23'],80,83,Everton,€8.5M,€60K,2084
188005,Spain,Camacho,['24'],80,83,Málaga,€10M,€60K,2039
186953,Turkey,O. Kıvrak,['26'],80,82,Trabzonspor,€11.5M,€90K,1412
186627,Italy,M. Balotelli,['23'],80,83,Liverpool,€12M,€100K,1902
186547,Argentina,M. Musacchio,['23'],80,86,Villarreal,€9M,€60K,1910
185020,Spain,José Callejón,['27'],80,82,Napoli,€13M,€100K,1929
184344,Italy,L. Bonucci,['27'],80,82,Juventus,€10.5M,€110K,1847
183899,Argentina,P. Piatti,['25'],80,84,Valencia,€12M,€90K,2029
183285,France,M. Sakho,['24'],80,81,Liverpool,€10.5M,€90K,1734
182629,Portugal,Beto,['32'],80,80,Sevilla,€9M,€80K,1366
182495,Uruguay,M. Cáceres,['27'],80,82,Juventus,€10.5M,€110K,1923
180819,England,A. Lallana,['26'],80,81,Liverpool,€14M,€100K,2003
180216,Republic of Ireland,S. Coleman,['25'],80,82,Everton,€11M,€60K,2071
179752,Paraguay,Ó. Cardozo,['31'],80,80,Trabzonspor,€10M,€90K,1811
179527,France,L. Rémy,['27'],80,80,Chelsea,€13M,€120K,1951
178750,Spain,Sergio Asenjo,['25'],80,83,Villarreal,€11M,€60K,1426
178562,Argentina,É. Banega,['26'],80,85,Sevilla,€14M,€100K,2085
178509,France,O. Giroud,['27'],80,80,Arsenal,€13M,€120K,1918
178005,Portugal,Rui Patrício,['26'],80,83,Sporting CP,€11.5M,€110K,1434
177644,Spain,Kiko Casilla,['27'],80,80,Espanyol,€10.5M,€90K,1389
177458,Germany,S. Bender,['25'],80,82,Borussia Dortmund,€10.5M,€90K,1969
177413,Belgium,A. Witsel,['25'],80,85,Zenit,€12M,€90K,2159
176993,Spain,Bojan,['23'],80,83,Stoke City,€12M,€70K,1847
173426,Belgium,S. Mignolet,['26'],80,80,Liverpool,€11.5M,€100K,1375
172175,Belgium,K. Mirallas,['26'],80,80,Everton,€12.5M,€80K,2062
167943,France,Y. Cabaye,['28'],80,80,Paris Saint Germain,€11M,€110K,2158
167905,Ecuador,A. Valencia,['28'],80,80,Manchester United,€11M,€110K,2070
167431,Germany,G. Castro,['27'],80,81,Bayer 04 Leverkusen,€12M,€90K,2152
166706,Slovakia,M. Škrtel,['29'],80,80,Liverpool,€9M,€80K,1692
164859,England,T. Walcott,['25'],80,82,Arsenal,€12M,€100K,1957
164435,Morocco,M. Boussoufa,['29'],80,80,Lokomotiv Moskva,€11.5M,€80K,2046
162131,Spain,Llorente,['29'],80,80,Juventus,€11.5M,€100K,1764
159147,France,L. Perrin,['28'],80,80,Saint-Étienne,€9.5M,€90K,2014
158963,Argentina,L. Biglia,['28'],80,80,Lazio,€9M,€90K,2084
158626,France,M. Debuchy,['28'],80,80,Arsenal,€9.5M,€110K,2109
157503,Cameroon,A. Song,['26'],80,80,West Ham United,€10.5M,€80K,2000
157481,Spain,Raúl Albiol,['28'],80,80,Napoli,€9.5M,€90K,1742
152999,Argentina,R. Palacio,['32'],80,80,Inter,€9M,€100K,2116
152039,Denmark,D. Agger,['29'],80,80,Brøndby,€9M,€100K,1960
150418,Germany,M. Gomez,['28'],80,80,Fiorentina,€12M,€110K,1799
148711,Brazil,Luisão,['33'],80,80,Benfica,€4.9M,€70K,1725
147782,Russia,I. Denisov,['30'],80,80,Dinamo Moskva,€7.5M,€80K,2112
143632,Turkey,V. Demirel,['32'],80,80,Fenerbahçe,€9M,€90K,1318
142750,Argentina,L. González,['33'],80,80,River Plate,€6.5M,€70K,2127
137262,Germany,S. Kießling,['30'],80,80,Bayer 04 Leverkusen,€10.5M,€80K,1932
136138,Brazil,Diego,['29'],80,80,Fenerbahçe,€11.5M,€100K,2016
136130,Brazil,Alex,['32'],80,80,Milan,€6.5M,€100K,1789
116494,France,C. Carrasso,['32'],80,80,Bordeaux,€9M,€80K,1312
115533,Switzerland,D. Benaglio,['30'],80,80,VfL Wolfsburg,€10.5M,€80K,1375
113422,Spain,David Villa,['32'],80,80,New York City,€9M,€70K,1971
112316,France,J. Mathieu,['30'],80,80,FC Barcelona,€8M,€90K,2019
110677,Spain,Moyá,['30'],80,80,Atlético Madrid,€10.5M,€90K,1319
53914,England,P. Jagielka,['31'],80,80,Everton,€7.5M,€60K,1960
50542,England,J. Defoe,['31'],80,80,Sunderland,€10M,€60K,1907
49369,Spain,Fernando Torres,['30'],80,80,Atlético Madrid,€10.5M,€100K,1925
30110,Bulgaria,D. Berbatov,['33'],80,80,Monaco,€7.5M,€50K,1914
24630,Spain,José Reina,['31'],80,80,FC Bayern München,€10M,€90K,1394
20775,Portugal,Quaresma,['30'],80,80,Porto,€10.5M,€100K,1962
11141,Germany,M. Klose,['36'],80,80,Lazio,€1.3M,€80K,1813
8473,Czech Republic,T. Rosický,['33'],80,80,Arsenal,€7.5M,€80K,2010
4098,Portugal,Tiago,['33'],80,80,Atlético Madrid,€6.5M,€80K,2057
1238,Italy,F. Totti,['37'],80,80,Roma,€1.2M,€70K,1913
216594,France,N. Fékir,['20'],79,86,Olympique Lyonnais,€7.5M,€80K,2009
207566,Portugal,William Carvalho,['22'],79,86,Sporting CP,€5M,€90K,1986
205566,Spain,Alberto Moreno,['21'],79,84,Liverpool,€5.5M,€70K,2058
204963,Spain,Carvajal,['22'],79,83,Real Madrid,€5.5M,€90K,2005
204525,Spain,Iñigo Martínez,['23'],79,83,Real Sociedad,€6.5M,€80K,1860
202556,Netherlands,M. Depay,['20'],79,87,PSV,€6.5M,€90K,2023
201862,Argentina,M. Rojo,['24'],79,82,Manchester United,€7.5M,€100K,1997
200610,Germany,K. Volland,['21'],79,84,TSG Hoffenheim,€6.5M,€50K,2066
199715,Spain,Vitolo,['24'],79,82,Sevilla,€8M,€80K,1877
199626,Portugal,André André,['24'],79,82,Vitória SC,€8M,€60K,2097
199561,Spain,Nolito,['27'],79,79,Celta de Vigo,€8M,€80K,1988
199503,Switzerland,G. Xhaka,['21'],79,83,Borussia Mönchengladbach,€6.5M,€50K,1979
199304,Brazil,Danilo,['22'],79,85,Porto,€5.5M,€90K,2228
198219,Italy,L. Insigne,['23'],79,85,Napoli,€8M,€90K,1872
198176,Netherlands,S. de Vrij,['22'],79,84,Lazio,€5.5M,€80K,1791
196150,Colombia,T. Gutiérrez,['29'],79,79,,€0,€0,1937
195086,Croatia,D. Lovren,['24'],79,81,Liverpool,€7.5M,€80K,1711
193476,France,R. Cabella,['24'],79,83,Newcastle United,€8M,€60K,2027
193061,Argentina,R. Pereyra,['23'],79,85,Juventus,€8M,€90K,2137
193041,Costa Rica,K. Navas,['27'],79,79,Real Madrid,€7.5M,€110K,1433
192774,Greece,K. Manolas,['23'],79,84,Roma,€6.5M,€80K,1638
192615,Montenegro,M. Baša,['31'],79,79,Lille,€5M,€80K,1770
192387,Italy,C. Immobile,['24'],79,83,Borussia Dortmund,€9M,€100K,1906
191740,Spain,Ander Herrera,['24'],79,84,Manchester United,€8M,€90K,1997
190815,Netherlands,D. Blind,['24'],79,83,Manchester United,€7M,€100K,1997
190584,Spain,Illarramendi,['24'],79,84,Real Madrid,€8M,€90K,2042
190531,France,E. Mangala,['23'],79,83,Manchester City,€6.5M,€90K,1835
190286,Spain,Canales,['23'],79,83,Real Sociedad,€8M,€90K,1873
189690,Spain,Guaita,['27'],79,80,Getafe,€7.5M,€80K,1370
189575,Spain,Muniaín,['21'],79,84,Athletic Club,€6.5M,€60K,1988
189250,Venezuela,S. Rondón,['24'],79,82,Zenit,€9M,€100K,1812
189156,Portugal,Daniel Carriço,['25'],79,79,Sevilla,€7.5M,€80K,1938
189117,Switzerland,R. Bürki,['23'],79,83,SC Freiburg,€6.5M,€60K,1410
188829,Cameroon,N. Nkoulou,['24'],79,82,Olympique Marseille,€7.5M,€100K,1896
188803,Brazil,Taison,['26'],79,80,Shakhtar Donetsk,€9.5M,€110K,1969
187735,Russia,A. Dzagoev,['24'],79,84,CSKA Moskva,€9M,€100K,1971
187072,Germany,L. Stindl,['25'],79,81,Hannover 96,€9.5M,€70K,2093
186832,Ghana,K. Asamoah,['25'],79,83,Juventus,€8.5M,€90K,2133
186524,Serbia,F. Djordjevic,['26'],79,82,Lazio,€9.5M,€90K,1891
186148,Germany,R. Zieler,['25'],79,83,Hannover 96,€7.5M,€60K,1307
185239,Turkey,Ö. Toprak,['24'],79,82,Bayer 04 Leverkusen,€7.5M,€80K,1818
184267,Algeria,Y. Brahimi,['24'],79,85,Porto,€8M,€100K,1948
184120,Spain,Bruno,['30'],79,79,Villarreal,€6.5M,€60K,2004
183711,England,J. Henderson,['24'],79,84,Liverpool,€8M,€80K,2137
183666,Spain,Roberto,['28'],79,79,Olympiakos Piraeus,€7.5M,€100K,1401
183574,Germany,M. Kruse,['26'],79,81,Borussia Mönchengladbach,€9.5M,€80K,2034
183569,Cameroon,E. Choupo-Moting,['25'],79,82,Schalke 04,€9.5M,€100K,1945
182879,Hungary,B. Dzsudzsák,['27'],79,81,Dinamo Moskva,€8M,€100K,1940
181786,Croatia,V. Ćorluka,['28'],79,79,Lokomotiv Moskva,€6.5M,€90K,1851
181458,Croatia,I. Perišić,['25'],79,82,VfL Wolfsburg,€8.5M,€80K,2057
180826,Brazil,Luiz Adriano,['27'],79,79,Shakhtar Donetsk,€9M,€110K,1843
180432,Brazil,Hernanes,['29'],79,79,Inter,€7M,€100K,2100
