ID,Nationality,Name,Age,Overall,Potential,Team,Value,Wage,Total_Point
201305,Brazil,Gabriel Paulista,['31'],82,82,Valencia,€21M,€44K,1971
200724,Spain,Nacho Fernández,['32'],82,82,Real Madrid,€20M,€155K,1892
200610,Germany,K. Volland,['29'],82,82,Monaco,€30.5M,€76K,2114
200458,France,L. Digne,['28'],82,82,Aston Villa,€27.5M,€100K,2204
200260,Netherlands,S. Berghuis,['30'],82,82,Ajax,€29.5M,€25K,2057
199845,Italy,F. Acerbi,['34'],82,82,Inter,€10M,€59K,1840
199482,Portugal,A. Lopes,['31'],82,82,Olympique Lyonnais,€16M,€60K,1377
199110,Colombia,L. Muriel,['31'],82,82,Atalanta,€25.5M,€70K,2002
198717,Côte d'Ivoire,W. Zaha,['29'],82,82,Crystal Palace,€30M,€85K,2007
197781,Spain,Isco,['30'],82,82,Sevilla,€29.5M,€39K,2053
197655,Uruguay,S. Coates,['31'],82,82,Sporting CP,€21M,€19K,1803
193474,Senegal,I. Gueye,['32'],82,82,Everton,€20.5M,€53K,2091
193082,Colombia,J. Cuadrado,['34'],82,82,Juventus,€11M,€110K,2230
190941,Finland,L. Hrádecký,['32'],82,82,Bayer 04 Leverkusen,€15M,€50K,1187
190460,Denmark,C. Eriksen,['30'],82,82,Manchester United,€29M,€135K,2010
189881,England,C. Smalling,['32'],82,82,Roma,€20M,€73K,1826
184432,Spain,Azpilicueta,['32'],82,82,Chelsea,€20M,€115K,2062
184200,Austria,M. Arnautović,['33'],82,82,Bologna,€19.5M,€51K,2110
184087,Belgium,T. Alderweireld,['33'],82,82,Antwerp,€14.5M,€30K,1975
183711,England,J. Henderson,['32'],82,82,Liverpool,€24M,€125K,2179
183512,Spain,Yuri Berchiche,['32'],82,82,Athletic Club,€21M,€35K,2176
179645,Denmark,S. Kjær,['33'],82,82,Milan,€14.5M,€73K,1871
178509,France,O. Giroud,['35'],82,82,Milan,€13M,€66K,1928
177388,France,D. Payet,['35'],82,82,Olympique Marseille,€12.5M,€40K,2015
168651,Croatia,I. Rakitić,['34'],82,82,Sevilla,€14M,€39K,2131
164835,Poland,Ł. Fabiański,['37'],82,82,West Ham United,€3.4M,€43K,1260
157481,Spain,Raúl Albiol,['36'],82,82,Villarreal,€5.5M,€30K,1710
152729,Spain,Piqué,['35'],82,82,FC Barcelona,€8M,€105K,1944
41236,Sweden,Z. Ibrahimović,['40'],82,82,Milan,€0,€63K,1967
251517,Croatia,J. Gvardiol,['20'],81,89,RB Leipzig,€53M,€41K,2037
247394,Sweden,D. Kulusevski,['22'],81,86,Tottenham Hotspur,€39.5M,€105K,2086
247263,Burkina Faso,E. Tapsoba,['23'],81,86,Bayer 04 Leverkusen,€35M,€49K,1914
243812,Brazil,Rodrygo,['21'],81,88,Real Madrid,€52.5M,€130K,1964
243576,Spain,Pedro Porro,['22'],81,87,Sporting CP,€38.5M,€15K,2144
241788,Iran,M. Taremi,['29'],81,81,Porto,€25.5M,€22K,1976
240950,Portugal,Pedro Gonçalves,['24'],81,86,Sporting CP,€39M,€19K,2089
240243,Brazil,Matheus Cunha,['23'],81,86,Atlético Madrid,€39.5M,€60K,2019
239301,Argentina,L. Martínez,['24'],81,86,Manchester United,€35M,€95K,2137
239231,Spain,Cucurella,['23'],81,85,Chelsea,€34.5M,€90K,2132
238067,Italy,N. Zaniolo,['22'],81,88,Roma,€53M,€71K,2090
237678,France,I. Konaté,['23'],81,88,Liverpool,€48M,€90K,1742
236792,Czech Republic,T. Souček,['27'],81,82,West Ham United,€26.5M,€75K,2072
236791,Czech Republic,A. Barák,['27'],81,81,Fiorentina,€28M,€41K,2144
236786,France,M. Terrier,['25'],81,84,Rennes,€34M,€61K,1977
236480,Mali,Y. Bissouma,['25'],81,86,Tottenham Hotspur,€34.5M,€88K,2133
236403,France,E. Ndicka,['22'],81,85,Eintracht Frankfurt,€34M,€30K,1947
235173,Côte d'Ivoire,I. Sangaré,['24'],81,86,PSV,€35.5M,€20K,2087
233486,France,R. Le Normand,['25'],81,86,Real Sociedad,€34M,€36K,1623
232730,Japan,D. Kamada,['25'],81,83,Eintracht Frankfurt,€32.5M,€37K,1973
232580,Brazil,Gabriel,['24'],81,86,Arsenal,€35M,€74K,1731
231943,Brazil,Richarlison,['25'],81,84,Tottenham Hotspur,€34.5M,€105K,2105
231677,England,M. Rashford,['24'],81,85,Manchester United,€37.5M,€120K,2074
230430,Brazil,Oswaldinato,['30'],81,81,Flamengo,€25.5M,€54K,1874
230384,Brazil,Nailton Suzuki,['26'],81,81,Atlético Mineiro,€28M,€47K,2005
230347,Brazil,Welington Dano,['22'],81,81,Atlético Mineiro,€27.5M,€37K,2068
230294,Brazil,Adriano Bisesi,['30'],81,81,Bragantino,€25.5M,€27K,1904
230258,Brazil,Rosival Jailson,['22'],81,81,Corinthians,€27M,€31K,2033
230256,Brazil,Adryan Zonta,['30'],81,81,Bragantino,€22M,€23K,2133
230225,Brazil,Heberto Gaúcho,['26'],81,81,Atlético Mineiro,€24.5M,€43K,2003
229582,Italy,G. Mancini,['26'],81,83,Roma,€28M,€68K,1749
229558,France,D. Upamecano,['23'],81,87,FC Bayern München,€37M,€54K,1840
229391,Portugal,Palhinha,['26'],81,83,Fulham,€28.5M,€66K,2019
229261,Switzerland,D. Zakaria,['25'],81,86,Chelsea,€34.5M,€95K,2052
229237,Switzerland,M. Akanji,['26'],81,82,Manchester City,€26.5M,€120K,1963
227236,Cameroon,A. Zambo Anguissa,['26'],81,83,Napoli,€28.5M,€58K,2113
226491,Scotland,K. Tierney,['25'],81,85,Arsenal,€33M,€82K,2093
226226,Argentina,G. Lo Celso,['26'],81,84,Villarreal,€33.5M,€100K,2162
225953,Netherlands,S. Bergwijn,['24'],81,84,Ajax,€35M,€22K,2044
225659,Argentina,G. Rodríguez,['27'],81,82,Real Betis,€26.5M,€30K,1912
225100,England,J. Gomez,['25'],81,86,Liverpool,€34M,€100K,1802
224081,England,K. Phillips,['26'],81,85,Manchester City,€32M,€120K,2096
223959,Uruguay,L. Torreira,['26'],81,83,Galatasaray,€28.5M,€73K,2115
223273,Croatia,M. Pašalić,['27'],81,81,Atalanta,€27.5M,€60K,2118
221992,Mexico,H. Lozano,['26'],81,81,Napoli,€28M,€69K,2013
220971,Guinea,N. Keïta,['27'],81,82,Liverpool,€29.5M,€115K,2085
219683,France,C. Tolisso,['27'],81,81,Olympique Lyonnais,€27.5M,€75K,2193
216435,Slovakia,S. Lobotka,['27'],81,82,Napoli,€29.5M,€64K,2080
216409,Italy,M. Politano,['28'],81,81,Napoli,€26M,€72K,1994
216388,France,A. Saint-Maximin,['25'],81,83,Newcastle United,€32.5M,€95K,1918
216320,Côte d'Ivoire,S. Fofana,['27'],81,81,Lens,€27.5M,€43K,2118
216201,Ghana,Iñaki Williams,['28'],81,81,Athletic Club,€26.5M,€40K,2055
214979,Argentina,J. Musso,['28'],81,82,Atalanta,€20.5M,€47K,1222
214097,France,B. Bourigeaud,['28'],81,81,Rennes,€26M,€66K,2194
214047,Colombia,M. Uribe,['31'],81,81,Porto,€21M,€19K,2191
213516,Portugal,Ricardo Horta,['27'],81,81,Sporting Braga,€28M,€23K,2074
