Nation,Position,Player,Club,Age,Caps
Argentina,Midfielder,Fernando Gago,Boca Juniors,28,49
Argentina,Midfielder,Lucas Biglia,Lazio,28,18
Argentina,Midfielder,Ángel Di María,Real Madrid,26,47
Argentina,Midfielder,Enzo Pérez,Benfica,28,7
Argentina,Forward,Gonzalo Higuaín,Napoli,26,36
Argentina,Forward,Lionel Messi,Barcelona,26,86
Argentina,Midfielder,Maxi Rodríguez,Newell's Old Boys,33,55
Argentina,Goalkeeper,Agustín Orión,Boca Juniors,32,3
Argentina,Midfielder,Augusto Fernández,Celta Vigo,28,9
Argentina,Midfielder,Javier Mascherano,Barcelona,30,98
Argentina,Defender,Martín Demichelis,Manchester City,33,38
Argentina,Defender,Marcos Rojo,Sporting CP,24,22
Argentina,Defender,Federico Fernández,Napoli,25,26
Argentina,Forward,Rodrigo Palacio,Inter Milan,32,22
Argentina,Midfielder,Ricky Álvarez,Inter Milan,26,7
Argentina,Forward,Sergio Agüero,Manchester City,26,51
Argentina,Goalkeeper,Mariano Andújar,Catania,30,10
Argentina,Forward,Ezequiel Lavezzi,Paris Saint-Germain,29,31
Argentina,Defender,José María Basanta,Monterrey,30,10
Bosnia and Herzegovina,Goalkeeper,Asmir Begović,Stoke City,26,30
Bosnia and Herzegovina,Defender,Avdija Vršajević,Hajduk Split,28,13
Bosnia and Herzegovina,Defender,Ermin Bičakčić,Eintracht Braunschweig,24,7
Bosnia and Herzegovina,Defender,Emir Spahić,Bayer Leverkusen,33,74
Bosnia and Herzegovina,Defender,Sead Kolašinac,Schalke 04,20,4
Bosnia and Herzegovina,Defender,Ognjen Vranješ,Elazığspor,24,13
Bosnia and Herzegovina,Defender,Muhamed Bešić,Ferencváros,21,9
Bosnia and Herzegovina,Midfielder,Miralem Pjanić,Roma,24,48
Bosnia and Herzegovina,Forward,Vedad Ibišević,VfB Stuttgart,29,55
Bosnia and Herzegovina,Midfielder,Zvjezdan Misimović,Guizhou Renhe,32,81
Bosnia and Herzegovina,Forward,Edin Džeko,Manchester City,28,62
Bosnia and Herzegovina,Goalkeeper,Jasmin Fejzić,VfR Aalen,28,0
Bosnia and Herzegovina,Defender,Mensur Mujdža,SC Freiburg,30,24
Bosnia and Herzegovina,Midfielder,Tino-Sven Sušić,Hajduk Split,22,2
Bosnia and Herzegovina,Defender,Toni Šunjić,Zorya Luhansk,25,8
Bosnia and Herzegovina,Midfielder,Senad Lulić,Lazio,28,33
Bosnia and Herzegovina,Midfielder,Senijad Ibričić,Kayseri Erciyesspor,28,42
Bosnia and Herzegovina,Midfielder,Haris Medunjanin,Gaziantepspor,29,35
Bosnia and Herzegovina,Forward,Edin Višća,İstanbul Başakşehir,24,10
Bosnia and Herzegovina,Midfielder,Izet Hajrović,Galatasaray,22,7
Bosnia and Herzegovina,Midfielder,Anel Hadžić,Sturm Graz,24,2
Bosnia and Herzegovina,Goalkeeper,Asmir Avdukić,Borac Banja Luka,33,3
Bosnia and Herzegovina,Midfielder,Sejad Salihović,1899 Hoffenheim,29,42
Iran,Goalkeeper,Rahman Ahmadi,Sepahan,33,10
Iran,Defender,Khosro Heydari,Esteghlal,30,49
Iran,Midfielder,Ehsan Hajsafi,Sepahan,24,62
Iran,Defender,Jalal Hosseini,Persepolis,32,85
Iran,Defender,Amir Hossein Sadeghi,Esteghlal,32,17
Iran,Midfielder,Javad Nekounam,Al-Kuwait,33,140
Iran,Midfielder,Masoud Shojaei,Las Palmas,30,50
Iran,Midfielder,Reza Haghighi,Persepolis,25,8
Iran,Forward,Alireza Jahanbakhsh,NEC,20,7
Iran,Forward,Karim Ansarifard,Tractor Sazi,24,42
Iran,Midfielder,Ghasem Haddadifar,Zob Ahan,30,17
Iran,Goalkeeper,Alireza Haghighi,Sporting Covilhã,26,6
Iran,Defender,Hossein Mahini,Persepolis,27,22
Iran,Midfielder,Andranik Teymourian,Esteghlal,31,79
Iran,Defender,Pejman Montazeri,Umm Salal,30,22
Iran,Forward,Reza Ghoochannejhad,Charlton Athletic,26,14
Iran,Defender,Ahmad Alenemeh,Naft Tehran,31,9
Iran,Midfielder,Bakhtiar Rahmani,Foolad,22,4
Iran,Defender,Hashem Beikzadeh,Esteghlal,30,17
Iran,Defender,Steven Beitashour,Vancouver Whitecaps FC,27,6
Iran,Midfielder,Ashkan Dejagah,Fulham,27,14
Iran,Goalkeeper,Daniel Davari,Eintracht Braunschweig,26,4
Iran,Defender,Mehrdad Pooladi,Persepolis,27,20
Nigeria,Goalkeeper,Vincent Enyeama,Lille,31,91
Nigeria,Defender,Joseph Yobo,Norwich City,33,97
Nigeria,Midfielder,Ejike Uzoenyi,Enugu Rangers,22,21
Nigeria,Midfielder,Reuben Gabriel,Waasland-Beveren,23,11
Nigeria,Defender,Efe Ambrose,Celtic,25,37
Nigeria,Defender,Azubuike Egwuekwe,Warri Wolves,24,31
Nigeria,Forward,Ahmed Musa,CSKA Moscow,21,35
Nigeria,Forward,Peter Odemwingie,Stoke City,32,61
Nigeria,Forward,Emmanuel Emenike,Fenerbahçe,27,23
Nigeria,Midfielder,John Obi Mikel,Chelsea,27,59
Nigeria,Midfielder,Victor Moses,Liverpool,23,22
Nigeria,Defender,Kunle Odunlami,Sunshine Stars,23,11
Nigeria,Defender,Juwon Oshaniwa,Ashdod,23,10
Nigeria,Defender,Godfrey Oboabona,Çaykur Rizespor,23,35
Nigeria,Midfielder,Ramon Azeez,Almería,21,2
Nigeria,Goalkeeper,Austin Ejide,Hapoel Be'er Sheva,30,31
Nigeria,Midfielder,Ogenyi Onazi,Lazio,21,21
Nigeria,Midfielder,Michael Babatunde,Volyn Lutsk,21,5
Nigeria,Forward,Uche Nwofor,Heerenveen,22,6
Nigeria,Forward,Michael Uchebo,Cercle Brugge,24,4
Nigeria,Goalkeeper,Chigozie Agbim,Gombe United,29,11
Nigeria,Defender,Kenneth Omeruo,Middlesbrough,20,17
Nigeria,Forward,Shola Ameobi,Newcastle United,32,7
Germany,Goalkeeper,Manuel Neuer,Bayern Munich,28,45
Germany,Defender,Kevin Großkreutz,Borussia Dortmund,25,5
Germany,Defender,Matthias Ginter,SC Freiburg,20,2
Germany,Defender,Benedikt Höwedes,Schalke 04,26,21
Germany,Defender,Mats Hummels,Borussia Dortmund,25,30
Germany,Midfielder,Sami Khedira,Real Madrid,27,46
Germany,Midfielder,Bastian Schweinsteiger,Bayern Munich,29,102
Germany,Midfielder,Mesut Özil,Arsenal,25,55
Germany,Forward,André Schürrle,Chelsea,23,33
Germany,Forward,Lukas Podolski,Arsenal,29,114
Germany,Forward,Miroslav Klose,Lazio,36,132
Germany,Goalkeeper,Ron-Robert Zieler,Hannover 96,25,3
Germany,Forward,Thomas Müller,Bayern Munich,24,49
Germany,Midfielder,Julian Draxler,Schalke 04,20,11
Germany,Defender,Erik Durm,Borussia Dortmund,22,1
Germany,Defender,Philipp Lahm,Bayern Munich,30,106
Germany,Defender,Per Mertesacker,Arsenal,29,98
Germany,Midfielder,Toni Kroos,Bayern Munich,24,44
Germany,Midfielder,Mario Götze,Bayern Munich,22,29
Germany,Defender,Jérôme Boateng,Bayern Munich,25,39
Germany,Defender,Shkodran Mustafi,Sampdoria,22,1
Germany,Goalkeeper,Roman Weidenfeller,Borussia Dortmund,33,3
Germany,Midfielder,Christoph Kramer,Borussia Mönchengladbach,23,2
Ghana,Goalkeeper,Stephen Adams,Aduana Stars,24,7
Ghana,Defender,Samuel Inkoom,Platanias,25,46
Ghana,Forward,Asamoah Gyan,Al Ain,28,79
Ghana,Defender,Daniel Opare,Standard Liège,23,16
Ghana,Midfielder,Michael Essien,Milan,31,57
Ghana,Midfielder,Afriyie Acquah,Parma,22,5
Ghana,Midfielder,Christian Atsu,Vitesse,22,23
Ghana,Midfielder,Emmanuel Agyemang-Badu,Udinese,23,49
Ghana,Forward,Kevin-Prince Boateng,Schalke 04,27,13
Ghana,Midfielder,André Ayew,Marseille,24,49
Ghana,Midfielder,Sulley Muntari,Milan,29,82
Ghana,Goalkeeper,Adam Larsen Kwarasey,Strømsgodset,26,21
Ghana,Forward,Jordan Ayew,Sochaux,22,13
Ghana,Midfielder,Albert Adomah,Middlesbrough,26,15
Ghana,Defender,Rashid Sumaila,Mamelodi Sundowns,21,6
Ghana,Goalkeeper,Fatau Dauda,Orlando Pirates,29,18
Ghana,Midfielder,Mohammed Rabiu,Kuban Krasnodar,24,17
Ghana,Forward,Abdul Majeed Waris,Valenciennes,22,13
Ghana,Defender,Jonathan Mensah,Evian,23,27
Ghana,Midfielder,Kwadwo Asamoah,Juventus,25,62
Ghana,Defender,John Boye,Rennes,27,30
Ghana,Midfielder,Mubarak Wakaso,Rubin Kazan,23,17
Ghana,Defender,Harrison Afful,Espérance de Tunis,27,41
Portugal,Goalkeeper,Eduardo,Braga,31,34
Portugal,Defender,Bruno Alves,Fenerbahçe,32,72
Portugal,Defender,Pepe,Real Madrid,31,58
Portugal,Midfielder,Miguel Veloso,Dynamo Kyiv,28,49
Portugal,Defender,Fábio Coentrão,Real Madrid,26,45
Portugal,Midfielder,William Carvalho,Sporting CP,22,4
Portugal,Forward,Cristiano Ronaldo,Real Madrid,29,111
Portugal,Midfielder,João Moutinho,Monaco,27,68
Portugal,Forward,Hugo Almeida,Beşiktaş,30,55
Portugal,Midfielder,Vieirinha,VfL Wolfsburg,28,9
Portugal,Forward,Eder,Braga,26,8
Portugal,Goalkeeper,Rui Patrício,Sporting CP,26,30
Portugal,Defender,Ricardo Costa,Valencia,33,19
Portugal,Defender,Luís Neto,Zenit Saint Petersburg,26,9
Portugal,Midfielder,Rafa Silva,Braga,21,3
Portugal,Midfielder,Raul Meireles,Fenerbahçe,31,74
Portugal,Midfielder,Nani,Manchester United,27,75
Portugal,Midfielder,Silvestre Varela,Porto,29,24
Portugal,Defender,André Almeida,Benfica,23,5
Portugal,Midfielder,Rúben Amorim,Benfica,29,13
Portugal,Defender,João Pereira,Valencia,30,36
Portugal,Goalkeeper,Beto,Sevilla,32,7
Portugal,Forward,Hélder Postiga,Lazio,31,69
United States,Goalkeeper,Tim Howard,Everton,35,100
United States,Defender,DeAndre Yedlin,Seattle Sounders FC,20,4
United States,Defender,Omar Gonzalez,LA Galaxy,25,20
United States,Midfielder,Michael Bradley,Toronto FC,26,86
United States,Defender,Matt Besler,Sporting Kansas City,27,17
United States,Defender,John Brooks,Hertha BSC,21,4
United States,Defender,DaMarcus Beasley,Puebla,32,116
United States,Forward,Clint Dempsey,Seattle Sounders FC,31,105
United States,Forward,Aron Jóhannsson,AZ,23,8
United States,Midfielder,Mix Diskerud,Rosenborg,23,20
United States,Midfielder,Alejandro Bedoya,Nantes,27,28
United States,Goalkeeper,Brad Guzan,Aston Villa,29,25
United States,Midfielder,Jermaine Jones,Beşiktaş,32,42
United States,Midfielder,Brad Davis,Houston Dynamo,32,16
United States,Midfielder,Kyle Beckerman,Real Salt Lake,32,37
United States,Midfielder,Julian Green,Bayern Munich,19,2
United States,Forward,Jozy Altidore,Sunderland,24,70
United States,Forward,Chris Wondolowski,San Jose Earthquakes,31,21
United States,Midfielder,Graham Zusi,Sporting Kansas City,27,23
United States,Defender,Geoff Cameron,Stoke City,28,27
United States,Defender,Timothy Chandler,1. FC Nürnberg,24,13
United States,Goalkeeper,Nick Rimando,Real Salt Lake,34,14
United States,Defender,Fabian Johnson,1899 Hoffenheim,26,22
Algeria,Goalkeeper,Cédric Si Mohamed,CS Constantine,29,1
Algeria,Defender,Madjid Bougherra,Lekhwiya,31,62
Algeria,Defender,Faouzi Ghoulam,Napoli,23,6
Algeria,Defender,Essaïd Belkalem,Watford,25,13
Algeria,Defender,Rafik Halliche,Académica de Coimbra,27,29
Algeria,Defender,Djamel Mesbah,Livorno,29,26
Algeria,Midfielder,Hassan Yebda,Udinese,30,25
Algeria,Midfielder,Mehdi Lacen,Getafe,30,30
Algeria,Forward,Nabil Ghilas,Porto,24,5
Algeria,Midfielder,Sofiane Feghouli,Valencia,24,19
Algeria,Midfielder,Yacine Brahimi,Granada,24,6
Algeria,Defender,Carl Medjani,Valenciennes,29,26
Algeria,Forward,Islam Slimani,Sporting CP,25,20
Algeria,Midfielder,Nabil Bentaleb,Tottenham Hotspur,19,3
Algeria,Forward,Hillal Soudani,Dinamo Zagreb,26,22
Algeria,Goalkeeper,Mohamed Zemmamouche,USM Alger,29,7
Algeria,Defender,Liassine Cadamuro-Bentaïba,Mallorca,26,7
Algeria,Midfielder,Abdelmoumene Djabou,Club Africain,27,8
Algeria,Midfielder,Saphir Taïder,Inter Milan,22,11
Algeria,Defender,Aïssa Mandi,Reims,22,2
Algeria,Midfielder,Riyad Mahrez,Leicester City,23,2
Algeria,Midfielder,Mehdi Mostefa,Ajaccio,30,23
Algeria,Goalkeeper,Raïs M'Bolhi,CSKA Sofia,28,28
Belgium,Goalkeeper,Thibaut Courtois,Atlético Madrid,22,17
Belgium,Defender,Toby Alderweireld,Atlético Madrid,25,34
Belgium,Defender,Thomas Vermaelen,Arsenal,28,47
Belgium,Defender,Vincent Kompany,Manchester City,28,59
Belgium,Defender,Jan Vertonghen,Tottenham Hotspur,27,56
Belgium,Midfielder,Axel Witsel,Zenit Saint Petersburg,25,48
Belgium,Midfielder,Kevin De Bruyne,VfL Wolfsburg,22,21
Belgium,Midfielder,Marouane Fellaini,Manchester United,26,50
Belgium,Forward,Romelu Lukaku,Everton,21,29
Belgium,Midfielder,Eden Hazard,Chelsea,23,45
Belgium,Midfielder,Kevin Mirallas,Everton,26,44
Belgium,Goalkeeper,Simon Mignolet,Liverpool,25,14
Belgium,Goalkeeper,Sammy Bossut,Zulte Waregem,28,0
Belgium,Forward,Dries Mertens,Napoli,27,25
Belgium,Defender,Daniel Van Buyten,Bayern Munich,36,79
Belgium,Midfielder,Steven Defour,Porto,26,43
Belgium,Forward,Divock Origi,Lille,19,2
Belgium,Defender,Nicolas Lombaerts,Zenit Saint Petersburg,29,25
Belgium,Midfielder,Mousa Dembélé,Tottenham Hotspur,26,57
Belgium,Midfielder,Adnan Januzaj,Manchester United,19,1
Belgium,Defender,Anthony Vanden Borre,Anderlecht,26,25
Belgium,Midfielder,Nacer Chadli,Tottenham Hotspur,24,20
Belgium,Defender,Laurent Ciman,Standard Liège,28,8
Russia,Goalkeeper,Igor Akinfeev,CSKA Moscow,28,68
Russia,Defender,Aleksei Kozlov,Dynamo Moscow,27,11
Russia,Defender,Georgi Shchennikov,CSKA Moscow,23,4
Russia,Defender,Sergei Ignashevich,CSKA Moscow,34,96
Russia,Defender,Andrei Semyonov,Terek Grozny,25,1
Russia,Forward,Maksim Kanunnikov,Amkar Perm,22,2
Russia,Midfielder,Igor Denisov,Dynamo Moscow,30,43
Russia,Midfielder,Denis Glushakov,Spartak Moscow,27,26
Russia,Forward,Aleksandr Kokorin,Dynamo Moscow,23,21
Russia,Midfielder,Alan Dzagoev,CSKA Moscow,23,32
Russia,Forward,Aleksandr Kerzhakov,Zenit Saint Petersburg,31,80
Russia,Goalkeeper,Yuri Lodygin,Zenit Saint Petersburg,24,3
Russia,Defender,Vladimir Granat,Dynamo Moscow,27,5
Russia,Defender,Vasili Berezutski,CSKA Moscow,31,78
Russia,Midfielder,Pavel Mogilevets,Rubin Kazan,21,1
Russia,Goalkeeper,Sergey Ryzhikov,Rubin Kazan,33,1
Russia,Midfielder,Oleg Shatov,Zenit Saint Petersburg,23,7
Russia,Defender,Yuri Zhirkov,Dynamo Moscow,30,60
Russia,Forward,Aleksandr Samedov,Lokomotiv Moscow,29,17
Russia,Midfielder,Viktor Fayzulin,Zenit Saint Petersburg,28,19
Russia,Forward,Aleksei Ionov,Dynamo Moscow,25,5
Russia,Defender,Andrey Yeshchenko,Anzhi Makhachkala,30,12
Russia,Defender,Dmitri Kombarov,Spartak Moscow,27,22
South Korea,Goalkeeper,Jung Sung-ryong,Suwon Samsung Bluewings,29,61
South Korea,Defender,Kim Chang-soo,Kashiwa Reysol,28,9
South Korea,Defender,Yun Suk-young,Queens Park Rangers,24,4
South Korea,Defender,Kwak Tae-hwi,Al Hilal,32,35
South Korea,Defender,Kim Young-gwon,Guangzhou Evergrande,24,21
South Korea,Defender,Hwang Seok-ho,Sanfrecce Hiroshima,24,3
South Korea,Midfielder,Kim Bo-kyung,Cardiff City,24,28
South Korea,Midfielder,Ha Dae-sung,Beijing Guoan,29,13
South Korea,Forward,Son Heung-min,Bayer Leverkusen,21,25
South Korea,Forward,Park Chu-young,Watford,28,64
South Korea,Forward,Lee Keun-ho,Sangju Sangmu,29,63
South Korea,Defender,Lee Yong,Ulsan Hyundai,27,12
South Korea,Midfielder,Koo Ja-cheol,Mainz 05,25,37
South Korea,Midfielder,Han Kook-young,Kashiwa Reysol,24,10
South Korea,Midfielder,Park Jong-woo,Guangzhou R&F,25,10
South Korea,Midfielder,Ki Sung-yueng,Sunderland,25,58
South Korea,Midfielder,Lee Chung-yong,Bolton Wanderers,25,55
South Korea,Forward,Kim Shin-wook,Ulsan Hyundai,26,27
South Korea,Forward,Ji Dong-won,FC Augsburg,23,28
South Korea,Defender,Hong Jeong-ho,FC Augsburg,24,25
South Korea,Goalkeeper,Kim Seung-gyu,Ulsan Hyundai,23,5
South Korea,Defender,Park Joo-ho,Mainz 05,27,14
South Korea,Goalkeeper,Lee Bum-young,Busan IPark,25,0
